ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
02:42:40,1.16,0.30,5.43,0.00,0.40,676.8MiB,0.0,0.0,10.0,,,280,1,1,0,11
02:42:48,0.98,102.42,0.70,0.86,0.69,679.2MiB,,,,,,0,1,10,0,11
02:43:14,0.65,101.23,0.77,1.33,3.02,710.8MiB,,,,,,0,1,10,0,11
02:43:39,1.79,102.95,0.67,1.11,0.70,716.8MiB,,,,,,0,1,9,0,11
02:44:05,1.30,103.15,1.27,2.10,0.69,716.9MiB,10.0,12.0,1.0,,,218,1,2,0,11
02:44:15,2.07,51.84,48.97,5.71,0.44,715.2MiB,2.0,0.0,8.0,,,236,3,0,0,11
02:44:23,2.14,70.14,55.77,12.77,0.44,714.8MiB,2.0,0.0,8.0,,,264,3,0,0,11
02:44:31,2.69,94.95,61.54,25.69,0.46,714.8MiB,2.0,0.0,8.0,,,255,2,1,0,11
02:44:39,2.90,94.61,87.41,25.43,0.47,719.8MiB,2.0,0.0,8.0,,,173,2,1,0,11
02:44:46,3.07,94.07,62.48,25.69,0.46,720.6MiB,1.0,0.0,9.0,,,170,3,0,0,11
02:44:54,3.06,96.44,62.92,26.56,3.29,720.6MiB,2.0,0.0,8.0,,,172,2,1,0,11
02:45:02,3.14,71.73,46.05,19.46,0.43,720.6MiB,2.0,0.0,8.0,,,186,2,0,0,11
02:45:10,3.29,75.84,46.83,19.74,0.45,721.1MiB,1.0,0.0,9.0,,,168,2,1,0,11
02:45:18,3.16,72.27,50.86,19.36,0.44,720.8MiB,2.0,0.0,8.0,,,247,1,2,0,11
02:45:25,3.31,71.36,46.83,19.35,2.45,720.9MiB,1.0,0.0,9.0,,,231,1,0,0,11
02:45:33,2.95,74.27,52.75,20.21,0.43,720.6MiB,0.0,0.0,10.0,,,213,2,0,0,11
02:45:41,2.72,1.50,0.08,3.47,1.63,720.6MiB,0.0,0.0,10.0,,,162,1,0,0,11
02:45:49,2.30,2.83,4.25,0.00,0.42,719.6MiB,0.0,0.0,10.0,,,168,1,0,0,11
