ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
23:31:20,2.44,55.49,1.45,0.57,0.65,561.9MiB,3.0,0.0,7.0,,,105,1,3,0,11
23:31:27,2.39,373.63,16.96,4.36,2.22,562MiB,4.0,0.0,6.0,,,131,1,4,0,11
23:31:35,2.95,371.05,12.95,4.48,2.28,561.5MiB,3.0,0.0,7.0,,,85,2,3,0,11
23:31:43,3.04,378.40,16.72,4.39,2.25,561.8MiB,3.0,0.0,7.0,,,109,1,3,0,11
23:31:51,3.11,371.18,12.33,4.39,2.19,561.5MiB,4.0,0.0,6.0,,,150,1,3,0,11
23:31:58,3.34,359.94,15.85,4.24,2.13,562.3MiB,3.0,0.0,7.0,,,103,1,4,0,11
23:32:06,3.44,371.63,12.46,4.48,2.23,561.5MiB,3.0,0.0,7.0,,,128,1,3,0,11
23:32:14,3.41,362.41,16.47,36.04,2.34,561.5MiB,3.0,0.0,7.0,,,86,1,4,0,11
23:32:22,3.88,375.42,12.17,9.29,2.29,561.8MiB,3.0,0.0,7.0,,,129,1,3,0,11
23:32:30,3.89,364.85,11.97,4.34,2.22,561.5MiB,3.0,0.0,7.0,,,151,1,3,0,11
23:32:37,3.76,367.34,12.18,4.46,2.17,561.5MiB,4.0,0.0,6.0,,,108,1,3,0,11
23:32:45,3.72,383.96,13.09,4.66,4.25,561.8MiB,4.0,0.0,6.0,,,132,1,3,0,11
