ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
06:00:30,3.72,16.00,8.88,0.00,0.50,765.1MiB,1.0,0.0,9.0,,,135,1,1,0,11
06:00:38,3.50,67.77,75.45,0.78,0.68,765.2MiB,2.0,0.0,8.0,,,219,3,0,0,11
06:00:46,3.04,77.28,80.68,0.92,0.75,765.1MiB,7.0,0.0,3.0,,,186,1,4,0,11
06:00:54,2.88,187.79,139.50,1.27,0.77,769.3MiB,10.0,52.0,0.0,,,193,2,8,0,11
06:01:11,3.99,150.90,92.36,1.05,0.54,765.9MiB,,146.0,,,,271,1,10,0,11
06:01:30,3.29,130.03,79.72,0.72,0.59,765.7MiB,,,0.0,,,223,1,9,0,11
06:01:51,3.72,146.94,70.23,0.42,0.46,767.9MiB,9.0,59.0,0.0,,,264,1,10,0,11
06:02:08,4.32,151.88,71.03,0.82,0.49,765.6MiB,9.0,54.0,,,,206,1,10,0,11
06:02:25,5.07,147.51,96.27,0.44,0.55,765.7MiB,9.0,136.0,,,,0,1,10,0,11
06:02:45,5.36,18.67,26.47,0.29,0.46,765.3MiB,0.0,0.0,10.0,,,274,1,1,0,11
06:02:53,4.93,0.22,0.01,0.00,2.37,765.3MiB,0.0,0.0,10.0,,,263,1,0,0,11
