ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
08:59:47,0.88,74.72,0.02,1.07,0.90,487.6MiB,2.0,0.0,8.0,,,87,2,1,0,11
08:59:55,0.82,160.38,5.64,1.93,1.37,488.7MiB,2.0,0.0,8.0,,,124,1,1,0,11
09:00:03,0.84,137.91,5.25,2.00,1.30,490.2MiB,1.0,0.0,9.0,,,94,1,2,0,11
09:00:11,0.86,171.71,5.27,1.95,1.28,491.2MiB,1.0,0.0,9.0,,,126,1,1,0,11
09:00:18,1.20,135.96,5.32,1.95,1.33,491.6MiB,1.0,0.0,9.0,,,90,1,1,0,11
09:00:26,1.16,138.53,5.38,2.03,1.47,492.3MiB,2.0,0.0,8.0,,,127,2,1,0,11
09:00:34,1.14,135.73,5.41,1.99,1.37,492.3MiB,2.0,0.0,8.0,,,95,1,1,0,11
09:00:42,1.13,156.33,9.73,2.07,3.37,492.6MiB,1.0,0.0,9.0,,,128,1,1,0,11
09:00:50,1.18,131.65,5.59,1.88,1.35,492.9MiB,1.0,0.0,9.0,,,96,1,1,0,11
09:00:57,1.17,135.75,9.55,2.05,1.34,493.5MiB,1.0,0.0,9.0,,,128,1,1,0,11
09:01:05,1.29,131.80,5.38,1.86,1.46,493.6MiB,1.0,0.0,9.0,,,91,1,1,0,11
09:01:13,1.35,131.78,9.46,1.94,1.37,493.5MiB,1.0,0.0,9.0,,,123,1,1,0,11
