ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
00:06:14,2.24,0.18,0.02,0.00,2.13,667.5MiB,1.0,0.0,9.0,,,169,1,1,0,11
00:06:22,2.14,142.51,12.29,2.00,1.43,667.7MiB,1.0,0.0,9.0,,,167,1,1,0,11
00:06:30,2.12,164.37,12.67,2.68,1.57,667.7MiB,1.0,0.0,9.0,,,130,1,1,0,11
00:06:38,2.03,189.52,17.35,3.83,1.83,667.7MiB,2.0,0.0,8.0,,,99,1,1,0,11
00:06:46,1.87,208.59,24.08,5.24,2.14,668.5MiB,1.0,0.0,9.0,,,153,1,1,0,11
00:06:53,1.80,248.68,32.22,5.85,2.31,668.1MiB,1.0,0.0,9.0,,,172,1,1,0,11
00:07:01,1.97,279.50,33.64,7.22,2.73,667.7MiB,1.0,0.0,9.0,,,135,1,2,0,11
00:07:09,2.30,292.43,40.65,7.98,2.86,668.2MiB,2.0,0.0,8.0,,,132,2,1,0,11
00:07:17,2.18,326.68,43.58,9.53,3.28,667.8MiB,2.0,0.0,8.0,,,99,1,2,0,11
00:07:24,2.71,334.02,50.52,10.13,3.41,667.8MiB,2.0,0.0,8.0,,,174,1,2,0,11
00:07:32,2.65,379.11,54.88,11.93,3.91,667.8MiB,4.0,0.0,6.0,,,114,1,2,0,11
00:07:40,2.47,386.60,55.47,12.44,3.92,668MiB,2.0,0.0,8.0,,,139,1,4,0,11
00:07:48,3.00,415.19,62.18,14.07,4.33,668.3MiB,1.0,0.0,9.0,,,181,1,1,0,11
00:07:56,4.01,435.99,64.57,14.96,6.25,668.2MiB,2.0,0.0,8.0,,,185,2,2,0,11
00:08:04,4.57,471.94,70.72,16.06,4.74,668.2MiB,1.0,0.0,9.0,,,145,2,2,0,11
00:08:11,6.45,499.28,74.25,22.52,5.03,669MiB,6.0,0.0,4.0,,,155,1,6,0,11
00:08:19,7.70,421.45,75.45,21.57,4.71,672.9MiB,4.0,0.0,6.0,,,202,1,0,0,11
00:08:28,8.61,442.16,80.03,23.35,4.95,672.8MiB,4.0,0.0,6.0,,,133,1,0,0,11
00:08:36,7.74,500.99,81.27,21.53,4.66,672.8MiB,2.0,0.0,8.0,,,198,1,1,0,11
00:08:44,8.32,421.09,73.50,23.10,4.62,672.5MiB,2.0,0.0,8.0,,,219,1,0,0,11
00:08:52,9.20,350.14,64.20,17.97,3.93,672.7MiB,5.0,0.0,5.0,,,255,2,0,0,11
00:09:00,10.62,423.92,69.05,22.67,4.53,672.7MiB,0.0,0.0,10.0,,,90,1,4,0,11
00:09:08,11.38,464.13,79.74,24.93,5.09,672.8MiB,2.0,0.0,8.0,,,127,2,0,0,11
00:09:16,11.06,444.69,75.12,23.75,6.84,673MiB,6.0,0.0,4.0,,,191,1,4,0,11
00:09:24,11.45,487.90,82.45,25.28,5.28,672.8MiB,4.0,0.0,6.0,,,179,1,0,0,11
00:09:32,11.37,473.56,89.32,24.27,5.10,672.9MiB,3.0,0.0,7.0,,,256,1,0,0,11
00:09:40,9.92,461.82,80.15,24.02,4.90,672.4MiB,3.0,0.0,7.0,,,163,1,0,0,11
00:09:48,10.72,493.95,91.07,18.57,5.30,672.4MiB,0.0,0.0,10.0,,,148,1,0,0,11
00:09:56,10.47,510.25,81.89,27.55,5.56,672.6MiB,10.0,0.0,0.0,,,224,2,1,0,11
00:10:04,10.67,479.78,84.61,25.31,5.22,673.3MiB,4.0,0.0,6.0,,,176,1,0,0,11
00:10:12,10.32,533.59,88.93,28.56,5.69,672.9MiB,3.0,0.0,7.0,,,230,2,2,0,11
00:10:20,10.99,297.82,61.01,15.03,3.93,672.5MiB,1.0,0.0,9.0,,,163,1,0,0,11
00:10:28,10.75,165.08,29.22,6.19,3.73,672.2MiB,0.0,0.0,10.0,,,110,1,0,0,11
00:10:35,9.42,2.23,0.02,0.00,0.41,672.2MiB,0.0,0.0,10.0,,,165,1,0,0,11
