ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
23:20:01,0.85,2.47,0.12,0.02,0.39,552.7MiB,2.0,0.0,8.0,,,145,2,0,0,11
23:20:09,0.95,95.86,23.04,1.30,1.05,553MiB,1.0,0.0,9.0,,,139,1,0,0,11
23:20:16,1.03,94.10,27.24,1.31,1.05,553MiB,1.0,0.0,9.0,,,128,1,1,0,11
23:20:24,0.95,92.48,23.82,1.17,1.01,553.2MiB,1.0,0.0,9.0,,,124,1,0,0,11
23:20:32,0.96,97.80,22.86,1.26,1.03,553.5MiB,3.0,0.0,7.0,,,118,1,2,0,11
23:20:40,0.97,93.26,32.00,1.32,0.96,553.9MiB,1.0,0.0,9.0,,,120,2,1,0,11
23:20:48,0.97,92.69,22.83,1.27,1.08,553.8MiB,1.0,0.0,9.0,,,118,1,1,0,11
23:20:56,0.90,94.67,23.43,1.34,1.08,554.6MiB,3.0,0.0,7.0,,,111,1,2,0,11
23:21:03,0.83,94.40,21.63,1.19,1.04,554.9MiB,1.0,0.0,9.0,,,113,1,3,0,11
23:21:11,1.01,93.24,23.44,1.27,1.08,555.2MiB,1.0,0.0,9.0,,,111,2,1,0,11
23:21:19,1.08,96.33,26.31,1.24,2.75,555.4MiB,4.0,0.0,6.0,,,172,2,1,0,11
23:21:27,0.99,101.87,18.58,1.14,0.94,562MiB,9.0,8.0,1.0,,,116,1,9,0,11
