ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
23:56:57,1.56,2.42,0.03,0.00,0.40,667.4MiB,0.0,0.0,10.0,,,237,1,0,0,11
23:57:05,1.64,373.05,13.99,2.83,2.25,667.6MiB,3.0,0.0,7.0,,,219,1,3,0,11
23:57:13,2.07,362.67,11.70,2.90,2.10,667.8MiB,4.0,0.0,6.0,,,193,1,3,0,11
23:57:21,2.21,361.97,16.89,2.75,2.18,667.5MiB,3.0,0.0,7.0,,,244,1,3,0,11
23:57:28,2.33,369.74,12.33,2.87,2.17,667.6MiB,4.0,0.0,6.0,,,220,1,4,0,11
23:57:36,2.39,365.83,11.96,2.84,2.24,667.8MiB,3.0,0.0,7.0,,,187,1,3,0,11
23:57:44,2.56,362.81,12.19,2.86,2.17,667.6MiB,3.0,0.0,7.0,,,242,1,4,0,11
23:57:52,2.67,364.26,11.92,2.80,2.20,667.5MiB,3.0,0.0,7.0,,,211,1,3,0,11
23:57:59,2.88,374.56,12.42,2.95,2.20,667.8MiB,4.0,0.0,6.0,,,193,1,4,0,11
23:58:07,3.21,358.43,12.24,2.78,2.34,667.6MiB,3.0,0.0,7.0,,,248,1,3,0,11
23:58:15,3.41,362.40,12.43,2.77,2.18,667.6MiB,3.0,0.0,7.0,,,216,2,3,0,11
23:58:23,3.46,357.68,11.56,2.68,2.05,667.6MiB,3.0,0.0,7.0,,,195,1,3,0,11
