t_epoch,t_iso,elapsed_s,phase,chunks,sources,d_chunks,d_sources,ms_per_source,app,ins_calls,ins_ms,d_ins_calls,d_ins_ms,ins_ms_per_call,all_calls,all_ms,ckpt_timed,ckpt_req,ckpt_buffers,wal_mb,n_dead,n_ins_since_vac,autovac_count,last_autovac,vac_running,heap_mb,hnsw_mb,backends,lock_waits,cpu_app,cpu_db,cpu_tei,mem_app,mem_db_cur_mb,mem_db_max_mb,mem_db_file_mb,mem_db_anon_mb,mem_db_shmem_mb,mem_db_events_max
1789805581,2026-09-19T08:13:04Z,10756,watch,171409,142800,976,800,78.8,up,171409,337063.5,976,2605.0,2.669,321107,372372,35,0,142489,5439.6,0,32702,19,07:38:10,0,131,289,11,0,0.34%,0.01%,200.29%,494.8MiB,487,512,460,18,142,26902
1789805644,2026-09-19T08:14:08Z,10819,watch,172372,143600,963,800,78.8,up,172372,340230.7,963,3167.2,3.289,322907,375952,36,0,142579,5551.6,0,33665,19,07:38:10,0,132,290,11,0,0.36%,0.18%,201.14%,494.8MiB,487,512,460,18,142,27429
1789805708,2026-09-19T08:15:11Z,10883,watch,173336,144400,964,800,80.0,up,173336,344592.4,964,4361.7,4.525,324708,380834,36,0,142600,5626.5,0,34629,19,07:38:10,0,132,292,11,0,0.19%,4.48%,201.24%,494.8MiB,496,512,468,18,142,28241
1789805771,2026-09-19T08:16:14Z,10946,watch,174303,145200,967,800,78.8,up,174303,348307.7,967,3715.3,3.842,326514,385119,36,0,142608,5669.8,0,967,20,08:15:11,0,133,294,11,0,0.23%,0.05%,199.51%,494.8MiB,493,512,465,18,142,28549
1789805835,2026-09-19T08:17:18Z,11010,watch,175382,146100,1079,900,71.1,up,175382,351266.2,1079,2958.5,2.742,328536,388449,36,0,142608,5698.2,0,2046,20,08:15:11,0,134,296,11,0,0.35%,0.12%,201.84%,494.9MiB,487,512,460,18,142,28715
1789805898,2026-09-19T08:18:21Z,11073,watch,176334,146900,952,800,78.8,up,176334,353816.0,952,2549.8,2.678,330326,391364,37,0,142666,5732.5,0,2998,20,08:15:11,0,135,297,11,0,0.91%,21.99%,130.34%,495MiB,502,512,475,18,142,28833
1789805961,2026-09-19T08:19:25Z,11136,watch,177301,147700,967,800,78.8,up,177301,356756.9,967,2940.9,3.041,332132,394879,37,0,142688,5847.5,0,3965,20,08:15:11,0,135,299,11,0,1.01%,0.05%,75.03%,495MiB,502,512,475,18,142,29466
1789806025,2026-09-19T08:20:28Z,11200,watch,178291,148500,990,800,80.0,up,178291,359801.7,990,3044.8,3.076,333961,398340,37,0,142702,5913.4,0,4955,20,08:15:11,0,136,300,11,0,0.83%,5.13%,131.68%,495MiB,487,512,460,18,142,29787
1789806088,2026-09-19T08:21:31Z,11263,watch,179351,149400,1060,900,70.0,up,179351,362661.3,1060,2859.6,2.698,335963,401585,37,0,142702,5956.3,0,6015,20,08:15:11,0,137,302,11,0,0.36%,0.04%,201.39%,495MiB,487,512,460,18,142,29884
1789806152,2026-09-19T08:22:35Z,11327,watch,180289,150200,938,800,80.0,up,180289,365432.5,938,2771.2,2.954,337737,404747,37,0,142702,5979.5,0,6953,20,08:15:11,0,138,304,11,0,0.21%,32.58%,198.18%,495MiB,493,512,466,18,142,30059
1789806215,2026-09-19T08:23:38Z,11390,watch,181371,151100,1082,900,70.0,up,181371,369192.7,1082,3760.2,3.475,339763,408903,38,0,142746,6060.0,0,8035,20,08:15:11,0,139,306,11,0,0.72%,0.05%,198.69%,497.7MiB,487,512,460,17,142,30512
1789806278,2026-09-19T08:24:42Z,11453,watch,182338,151900,967,800,78.8,up,182338,372888.7,967,3696.0,3.822,341569,413019,38,0,142765,6154.0,0,9002,20,08:15:11,0,139,307,11,0,0.20%,0.04%,201.31%,495MiB,487,512,460,18,142,31048
1789806342,2026-09-19T08:25:45Z,11517,watch,183274,152700,936,800,80.0,up,183274,376944.2,936,4055.5,4.333,343342,417542,38,0,142778,6209.2,0,9938,20,08:15:11,0,140,309,11,0,0.69%,6.48%,75.37%,495MiB,501,512,473,18,142,31541
1789806405,2026-09-19T08:26:48Z,11580,watch,184116,153400,842,700,90.0,up,184116,393079.1,842,16134.9,19.163,344919,434473,38,0,142778,6240.1,0,10780,20,08:15:11,0,141,310,11,0,0.18%,99.51%,199.80%,495.1MiB,487,512,422,55,142,34964
1789806469,2026-09-19T08:27:52Z,11644,watch,184835,154000,719,600,106.7,up,184835,408094.7,719,15015.6,20.884,346266,450178,38,0,142778,6258.2,0,11499,20,08:15:11,0,141,312,11,0,0.37%,0.39%,199.74%,495.6MiB,496,512,469,17,142,36696
1789806532,2026-09-19T08:28:55Z,11707,watch,185787,154800,952,800,78.8,up,185787,413041.6,952,4946.9,5.196,348057,455601,39,0,142865,6352.0,0,12451,20,08:15:11,0,142,313,11,0,0.19%,4.41%,201.30%,495.6MiB,500,512,472,18,142,37369
1789806596,2026-09-19T08:29:59Z,11771,watch,186750,155600,963,800,80.0,up,186750,419640.7,963,6599.1,6.853,349859,462741,39,0,142886,6441.3,0,13414,20,08:15:11,0,143,315,11,0,0.34%,0.09%,200.03%,495.6MiB,497,512,469,18,142,38142
1789806659,2026-09-19T08:31:02Z,11834,watch,187699,156400,949,800,78.8,up,187699,425749.3,949,6108.6,6.437,351645,469352,39,0,142898,6493.7,0,14363,20,08:15:11,0,143,316,11,0,2.45%,4.33%,199.96%,495.7MiB,486,512,459,18,142,38867
1789806722,2026-09-19T08:32:06Z,11897,watch,188659,157200,960,800,78.8,up,188659,431333.7,960,5584.4,5.817,353443,475395,39,0,142898,6526.6,0,15323,20,08:15:11,0,144,318,11,0,0.47%,0.08%,199.59%,496.2MiB,498,512,470,18,142,39432
1789806786,2026-09-19T08:33:09Z,11961,watch,189637,158000,978,800,80.0,up,189637,437409.9,978,6076.2,6.213,355258,481982,39,0,142898,6547.9,0,16301,20,08:15:11,0,145,320,11,0,0.34%,0.12%,199.90%,495.7MiB,486,512,458,18,142,39992
1789806849,2026-09-19T08:34:13Z,12024,watch,190466,158700,829,700,90.0,up,190466,451788.3,829,14378.4,17.344,356822,496928,40,0,142956,6660.6,0,17130,20,08:15:11,0,145,321,11,0,0.37%,0.05%,200.94%,495.7MiB,486,512,459,18,142,42358
1789806913,2026-09-19T08:35:16Z,12088,watch,191293,159400,827,700,91.4,up,191297,462816.9,831,11028.6,13.271,358389,508485,40,0,142976,6731.4,0,17957,20,08:15:11,0,146,322,11,0,0.22%,20.25%,0.20%,495.7MiB,509,512,481,18,142,43791
1789806976,2026-09-19T08:36:20Z,12151,watch,192252,160200,959,800,78.8,up,192252,473783.5,955,10966.6,11.483,360178,520010,40,0,142976,6783.4,0,18916,20,08:15:11,0,147,324,11,0,0.20%,4.32%,199.49%,495.7MiB,486,512,457,18,142,44889
1789807040,2026-09-19T08:37:23Z,12215,watch,193090,160900,838,700,91.4,up,193090,482089.5,838,8306.0,9.912,361748,528869,40,0,142976,6812.9,0,19754,20,08:15:11,0,147,325,11,0,0.18%,9.32%,0.19%,495.7MiB,509,512,481,18,142,45879
1789807103,2026-09-19T08:38:27Z,12278,watch,194041,161700,951,800,78.8,up,194041,493493.3,951,11403.8,11.991,363536,540890,41,0,143036,6868.9,0,20705,20,08:15:11,0,148,327,11,0,4.00%,0.13%,199.96%,495.8MiB,488,512,457,21,142,47008
1789807167,2026-09-19T08:39:30Z,12342,watch,194763,162300,722,600,106.7,up,194889,506245.3,848,12752.0,15.038,365117,554243,41,0,143060,6967.7,0,21553,20,08:15:11,0,149,329,11,0,0.35%,5.60%,199.45%,495.8MiB,485,512,457,18,142,48800
1789807230,2026-09-19T08:40:34Z,12405,watch,195742,163100,979,800,78.8,up,195742,512021.4,853,5776.1,6.772,366703,560570,41,0,143077,7032.0,0,22406,20,08:15:11,0,150,330,11,0,0.23%,0.01%,200.23%,495.8MiB,494,512,465,18,142,49463
1789807294,2026-09-19T08:41:37Z,12469,watch,196595,163800,853,700,91.4,up,196595,522366.1,853,10344.7,12.127,368289,571531,41,0,143077,7075.0,0,23259,20,08:15:11,0,150,331,11,0,0.44%,27.23%,76.86%,495.9MiB,509,512,481,18,142,50664
1789807357,2026-09-19T08:42:41Z,12532,watch,197555,164600,960,800,78.8,up,197555,529199.7,960,6833.6,7.118,370088,579216,41,0,143077,7106.4,0,24219,20,08:15:11,0,151,333,11,0,0.16%,0.02%,201.27%,495.8MiB,485,512,457,18,142,51445
1789807421,2026-09-19T08:43:44Z,12596,watch,198406,165300,851,700,91.4,up,198406,543447.6,851,14247.9,16.743,371672,594000,42,0,143115,7186.2,0,25070,20,08:15:11,0,152,334,11,0,0.37%,0.16%,200.78%,495.8MiB,485,512,457,18,142,53342
1789807484,2026-09-19T08:44:48Z,12659,watch,199135,165900,729,600,105.0,up,199135,560101.4,729,16653.8,22.845,373030,611298,42,0,143140,7261.9,0,25799,20,08:15:11,0,152,336,11,0,0.35%,5.00%,199.58%,495.8MiB,485,512,457,18,142,55818
1789807548,2026-09-19T08:45:51Z,12723,watch,199953,166600,818,700,91.4,up,199953,575947.6,818,15846.2,19.372,374586,627809,42,0,143146,7322.9,0,26617,20,08:15:11,0,153,337,11,0,0.18%,0.14%,201.05%,495.8MiB,485,512,458,17,142,58022
1789807611,2026-09-19T08:46:55Z,12786,watch,200790,167300,837,700,90.0,up,200790,591656.3,837,15708.7,18.768,376155,644205,42,0,143146,7365.0,0,27454,20,08:15:11,0,153,339,11,0,0.38%,0.17%,199.88%,495.8MiB,485,512,457,18,142,60223
1789807675,2026-09-19T08:47:58Z,12850,watch,201510,167900,720,600,106.7,up,201510,606452.0,720,14795.7,20.550,377504,659670,42,0,143146,7389.4,0,28174,20,08:15:11,0,154,340,11,0,0.83%,0.13%,147.53%,496.1MiB,507,512,479,18,142,62296
1789807738,2026-09-19T08:49:02Z,12913,watch,202221,168500,711,600,105.0,up,202292,627368.4,782,20916.4,26.747,378918,681254,43,0,143186,7479.3,0,28885,20,08:15:11,0,155,341,11,0,1.25%,10.82%,0.20%,498.7MiB,509,512,481,18,142,65498
1789807802,2026-09-19T08:50:05Z,12977,watch,202960,169100,739,600,106.7,up,202960,644808.5,668,17440.1,26.108,380212,699407,43,0,143207,7554.2,0,29624,20,08:15:11,0,155,342,11,0,0.17%,6.67%,0.19%,496MiB,510,512,481,18,142,68058
1789807868,2026-09-19T08:51:11Z,13043,observe-1,203945,169900,985,800,82.5,up,203945,653442.9,985,8634.4,8.766,382053,708861,43,0,143207,7618.3,0,30609,20,08:15:11,0,156,344,11,0,0.31%,102.45%,199.99%,496MiB,771,1024,705,55,142,68356
1789807931,2026-09-19T08:52:14Z,13106,observe-1,204926,170700,981,800,78.8,up,204926,656206.2,981,2763.3,2.817,383872,712179,43,0,143207,7660.6,0,31590,20,08:15:11,0,157,345,11,0,3.50%,0.18%,201.98%,496MiB,780,1024,752,18,142,68356
1789807995,2026-09-19T08:53:18Z,13170,observe-1,205886,171500,960,800,80.0,up,205886,658864.6,960,2658.4,2.769,385674,715296,44,0,143279,7687.7,0,32550,20,08:15:11,0,157,347,11,0,0.98%,0.04%,200.95%,496MiB,802,1024,775,18,142,68356
1789808058,2026-09-19T08:54:21Z,13233,observe-1,206870,172300,984,800,78.8,up,206870,661665.7,984,2801.1,2.847,387498,718555,44,0,143306,7816.7,0,33534,20,08:15:11,0,158,349,11,0,0.50%,4.59%,156.01%,496.1MiB,926,1024,898,18,142,68356
1789808121,2026-09-19T08:55:25Z,13296,observe-1,207937,173200,1067,900,70.0,up,207937,664651.9,1067,2986.2,2.799,389506,722013,44,0,143322,7902.4,0,34601,20,08:15:11,0,159,351,11,0,0.18%,0.20%,200.15%,496.1MiB,996,1024,969,18,142,68412
1789808185,2026-09-19T08:56:28Z,13360,observe-1,208906,174000,969,800,80.0,up,208906,667330.9,969,2679.0,2.765,391315,725165,44,0,143322,7949.8,0,35570,20,08:15:11,0,160,352,11,0,0.95%,5.36%,135.23%,496.1MiB,1002,1024,974,18,142,68566
1789808248,2026-09-19T08:57:32Z,13423,observe-1,209988,174900,1082,900,70.0,up,209988,670251.6,1082,2920.7,2.699,393338,728591,44,0,143322,7983.4,0,36652,20,08:15:11,0,160,354,11,0,0.34%,0.10%,200.47%,496.1MiB,995,1024,967,18,142,68765
1789808312,2026-09-19T08:58:35Z,13487,observe-1,210939,175700,951,800,80.0,up,210939,672913.9,951,2662.3,2.799,395126,731732,45,0,143363,8052.5,0,37603,20,08:15:11,0,161,356,11,0,0.84%,0.15%,129.75%,496.2MiB,1003,1024,975,18,142,69099
1789808375,2026-09-19T08:59:38Z,13550,observe-1,212008,176600,1069,900,70.0,up,212008,675980.7,1069,3066.8,2.869,397137,735275,45,0,143383,8168.9,0,38672,20,08:15:11,0,162,357,11,0,2.52%,0.22%,199.44%,496.2MiB,991,1024,963,18,142,69231
1789808439,2026-09-19T09:00:42Z,13614,observe-1,212977,177400,969,800,80.0,up,212977,678701.0,969,2720.3,2.807,398943,738475,45,0,143395,8232.9,0,39641,20,08:15:11,0,163,359,11,0,0.38%,0.16%,199.83%,496.2MiB,994,1024,966,18,142,69517
1789808502,2026-09-19T09:01:45Z,13677,observe-1,213945,178200,968,800,78.8,up,213945,681317.5,968,2616.5,2.703,400748,741564,45,0,143395,8273.7,0,40609,20,08:15:11,0,163,361,11,0,0.34%,2.16%,199.50%,496.2MiB,994,1024,966,18,142,69535
1789808566,2026-09-19T09:02:49Z,13741,settled,214913,179000,968,800,80.0,up,214913,683970.7,968,2653.2,2.741,402563,744717,45,0,143395,8301.9,0,41577,20,08:15:11,0,164,362,11,0,0.19%,32.16%,199.75%,496.3MiB,995,1024,966,18,142,69553
1789808630,2026-09-19T09:03:53Z,13805,settled,215994,179900,1081,900,71.1,up,215994,687053.3,1081,3082.6,2.852,404586,748575,46,0,143440,8413.7,0,596,21,09:03:12,0,165,364,11,0,0.44%,0.47%,201.65%,496.3MiB,971,1024,942,18,142,69682
1789808693,2026-09-19T09:04:56Z,13868,settled,216947,180700,953,800,78.8,up,216947,689749.1,953,2695.8,2.829,406376,751799,46,0,143464,8504.4,0,1549,21,09:03:12,0,166,366,11,0,0.19%,0.04%,199.51%,496.3MiB,975,1024,946,18,142,69682
1789808756,2026-09-19T09:06:00Z,13931,settled,217928,181500,981,800,78.8,up,217928,692455.4,981,2706.3,2.759,408195,754952,46,0,143467,8563.0,0,2530,21,09:03:12,0,167,367,11,0,0.20%,0.04%,199.69%,496.4MiB,980,1024,951,18,142,69682
1789808820,2026-09-19T09:07:03Z,13995,settled,218994,182400,1066,900,71.1,up,218994,695440.8,1066,2985.4,2.801,410202,758403,46,0,143467,8604.3,0,3596,21,09:03:12,0,167,369,11,0,0.37%,0.01%,199.74%,496.4MiB,994,1024,966,18,142,69784
1789808883,2026-09-19T09:08:07Z,14058,settled,219969,183200,975,800,78.8,up,219969,698091.3,975,2650.5,2.718,412015,761532,46,0,143467,8628.9,0,4571,21,09:03:12,0,168,371,11,0,0.36%,0.01%,199.50%,496.4MiB,997,1024,969,18,142,69892
1789808947,2026-09-19T09:09:10Z,14122,settled,220938,184000,969,800,80.0,up,220938,700883.8,969,2792.5,2.882,413822,764804,47,0,143558,8746.7,0,5540,21,09:03:12,0,169,373,11,0,0.43%,0.05%,151.91%,496.4MiB,995,1024,966,18,142,70074
1789809010,2026-09-19T09:10:13Z,14185,settled,222007,184900,1069,900,70.0,up,222007,703947.2,1069,3063.4,2.866,415833,768346,47,0,143575,8842.3,0,6609,21,09:03:12,0,170,374,11,0,0.36%,0.38%,200.89%,496.4MiB,994,1024,966,18,142,70235
1789809074,2026-09-19T09:11:17Z,14249,settled,222959,185700,952,800,80.0,up,222959,706634.4,952,2687.2,2.823,417623,771520,47,0,143575,8895.6,0,7561,21,09:03:12,0,170,376,11,0,0.65%,7.78%,148.00%,496.7MiB,997,1024,966,21,142,70254
1789809137,2026-09-19T09:12:20Z,14312,settled,224026,186600,1067,900,70.0,up,224026,709686.3,1067,3051.9,2.860,419635,775060,47,0,143575,8935.0,0,8628,21,09:03:12,0,171,378,11,0,0.21%,5.33%,200.64%,496.8MiB,994,1024,966,17,142,70271
1789809200,2026-09-19T09:13:24Z,14375,settled,224993,187400,967,800,78.8,up,224993,712370.9,967,2684.6,2.776,421440,778234,48,0,143598,8992.4,0,9595,21,09:03:12,0,172,379,11,0,0.34%,0.05%,200.27%,496.9MiB,997,1024,969,17,142,70358
1789809264,2026-09-19T09:14:27Z,14439,settled,226071,188300,1078,900,71.1,up,226071,715739.8,1078,3368.9,3.125,423461,782099,48,0,143622,9117.6,0,10673,21,09:03:12,0,173,381,11,0,3.10%,100.05%,200.05%,496.9MiB,993,1024,928,55,142,71232
1789809327,2026-09-19T09:15:31Z,14502,settled,227011,189100,940,800,78.8,up,227011,719136.1,940,3396.3,3.613,425238,786178,48,0,143636,9188.8,0,11613,21,09:03:12,0,173,383,11,0,2.09%,100.26%,103.38%,496.9MiB,961,1024,933,18,142,71404
1789809391,2026-09-19T09:16:34Z,14566,settled,228068,190000,1057,900,71.1,up,228068,722337.8,1057,3201.7,3.029,427236,790092,48,0,143636,9241.3,0,12670,21,09:03:12,0,174,385,11,0,0.21%,0.01%,201.39%,496.9MiB,979,1024,950,18,142,71404
1789809454,2026-09-19T09:17:38Z,14629,settled,229029,190800,961,800,78.8,up,229029,725006.0,961,2668.2,2.776,429034,793250,48,0,143636,9272.6,0,13631,21,09:03:12,0,175,386,11,0,1.82%,4.39%,200.42%,497MiB,993,1024,965,18,142,71699
1789809518,2026-09-19T09:18:41Z,14693,settled,230098,191700,1069,900,71.1,up,230098,728115.9,1069,3109.9,2.909,431044,796863,49,0,143670,9372.4,0,14700,21,09:03:12,0,176,388,11,0,0.21%,0.05%,201.40%,497MiB,993,1024,965,18,142,72098
1789809581,2026-09-19T09:19:45Z,14756,settled,231055,192500,957,800,78.8,up,231055,730915.9,957,2800.0,2.926,432840,800220,49,0,143697,9470.8,0,15657,21,09:03:12,0,177,390,11,0,0.60%,10.07%,145.28%,497MiB,1001,1024,974,18,142,72611
1789809645,2026-09-19T09:20:48Z,14820,settled,232139,193400,1084,900,71.1,up,232139,734084.8,1084,3168.9,2.923,434868,803900,49,0,143705,9543.2,0,16741,21,09:03:12,0,177,392,11,0,0.33%,0.02%,200.67%,497MiB,993,1024,965,18,142,73090
1789809708,2026-09-19T09:21:51Z,14883,settled,233096,194200,957,800,78.8,up,233096,736804.9,957,2720.1,2.842,436664,807133,49,0,143705,9585.6,0,17698,21,09:03:12,0,178,393,11,0,2.86%,0.11%,201.12%,497MiB,993,1024,965,18,142,73235
1789809772,2026-09-19T09:22:55Z,14947,settled,234073,195000,977,800,80.0,up,234073,739580.2,977,2775.3,2.841,438481,810426,49,0,143705,9614.4,0,18675,21,09:03:12,0,179,395,11,0,0.19%,4.31%,198.84%,497MiB,993,1024,965,17,142,73272
1789809835,2026-09-19T09:23:58Z,15010,settled,235028,195800,955,800,78.8,up,235028,742378.9,955,2798.7,2.931,440273,813732,50,0,143771,9723.2,0,19630,21,09:03:12,0,180,396,11,0,0.90%,0.07%,128.24%,497.1MiB,1007,1024,979,18,142,73617
1789809898,2026-09-19T09:25:02Z,15073,settled,236114,196700,1086,900,70.0,up,236114,745515.2,1086,3136.3,2.888,442302,817421,50,0,143798,9827.0,0,20716,21,09:03:12,0,180,398,11,0,0.36%,2.15%,200.56%,497.3MiB,993,1024,966,17,142,74042
1789809962,2026-09-19T09:26:05Z,15137,settled,237081,197500,967,800,80.0,up,237081,748315.5,967,2800.3,2.896,444107,820734,50,0,143800,9887.6,0,21683,21,09:03:12,0,181,400,11,0,3.26%,29.34%,199.54%,497.1MiB,999,1024,970,18,142,74339
1789810026,2026-09-19T09:27:09Z,15201,settled,238048,198300,967,800,80.0,up,238141,751365.6,1060,3050.1,2.877,446009,824554,50,0,143800,9928.6,0,22650,21,09:03:12,0,182,402,11,0,0.18%,4.45%,201.04%,497.1MiB,992,1024,964,18,142,74521
1789810089,2026-09-19T09:28:12Z,15264,settled,239109,199200,1061,900,70.0,up,239109,754118.2,968,2752.6,2.844,447915,827893,51,0,143819,9960.7,0,23711,21,09:03:12,0,183,403,11,0,0.30%,4.48%,199.52%,497.1MiB,993,1024,964,18,142,74609
1789810153,2026-09-19T09:29:16Z,15328,settled,240099,200021,990,821,78.0,up,240099,757068.5,990,2950.3,2.980,449669,832077,51,0,143872,10094.9,0,24696,21,09:03:12,0,183,405,11,0,2.61%,0.11%,0.18%,497.3MiB,992,1024,964,18,142,75638
