05:13:42  시작 코퍼스 0 청크 / 원본 200016 / TEI 상한 2.0 고정
05:13:45  ◆ 앱 기동 — 연속 색인 시작(1회차)
05:36:55  [watch] 청크 22253 (+1068) 원본당 70.0ms | INSERT 1.315ms/건 | ckpt 4/0 wal 198.9MB | dead 0 vac 11 run=0 | hnsw 39MB | cpu app 0.49% db 7.70% tei 201.14% | dbmem 357/512MB file 332 anon 19 evmax 0 | base 70.0
05:37:58  [watch] 청크 23208 (+955) 원본당 78.8ms | INSERT 1.160ms/건 | ckpt 4/0 wal 204.2MB | dead 0 vac 11 run=0 | hnsw 41MB | cpu app 0.21% db 15.34% tei 201.74% | dbmem 325/512MB file 300 anon 19 evmax 0 | base 70.0
05:39:02  [watch] 청크 24266 (+1058) 원본당 71.1ms | INSERT 1.201ms/건 | ckpt 5/0 wal 245.8MB | dead 0 vac 11 run=0 | hnsw 42MB | cpu app 4.09% db 15.44% tei 200.88% | dbmem 335/512MB file 310 anon 19 evmax 0 | base 70.0
05:40:05  [watch] 청크 25336 (+1070) 원본당 70.0ms | INSERT 1.250ms/건 | ckpt 5/0 wal 252.9MB | dead 0 vac 11 run=0 | hnsw 44MB | cpu app 1.76% db 100.43% tei 166.11% | dbmem 373/512MB file 316 anon 50 evmax 0 | base 70.0
05:41:08  [watch] 청크 26410 (+1074) 원본당 70.0ms | INSERT 1.384ms/건 | ckpt 5/0 wal 258.8MB | dead 0 vac 11 run=0 | hnsw 46MB | cpu app 0.31% db 0.09% tei 201.90% | dbmem 344/512MB file 320 anon 17 evmax 0 | base 70.0
05:42:11  [watch] 청크 27368 (+958) 원본당 78.8ms | INSERT 1.175ms/건 | ckpt 5/0 wal 264.1MB | dead 0 vac 12 run=0 | hnsw 47MB | cpu app 0.47% db 0.47% tei 199.97% | dbmem 349/512MB file 325 anon 17 evmax 0 | base 70.0
05:43:15  [watch] 청크 28449 (+1081) 원본당 70.0ms | INSERT 1.238ms/건 | ckpt 6/0 wal 286.0MB | dead 0 vac 12 run=0 | hnsw 49MB | cpu app 3.84% db 0.09% tei 200.02% | dbmem 321/512MB file 297 anon 17 evmax 0 | base 70.0
05:44:18  [watch] 청크 29412 (+963) 원본당 80.0ms | INSERT 1.348ms/건 | ckpt 6/0 wal 318.6MB | dead 0 vac 12 run=0 | hnsw 51MB | cpu app 0.46% db 100.36% tei 201.24% | dbmem 361/512MB file 301 anon 53 evmax 0 | base 70.0
05:45:21  [watch] 청크 30478 (+1066) 원본당 70.0ms | INSERT 1.349ms/건 | ckpt 6/0 wal 325.8MB | dead 0 vac 12 run=0 | hnsw 53MB | cpu app 0.21% db 0.12% tei 199.72% | dbmem 330/512MB file 306 anon 17 evmax 0 | base 70.0
05:46:24  [watch] 청크 31455 (+977) 원본당 78.8ms | INSERT 1.171ms/건 | ckpt 6/0 wal 331.1MB | dead 0 vac 12 run=0 | hnsw 54MB | cpu app 0.25% db 0.10% tei 199.65% | dbmem 334/512MB file 310 anon 17 evmax 0 | base 70.0
05:47:28  [watch] 청크 32405 (+950) 원본당 80.0ms | INSERT 1.209ms/건 | ckpt 6/0 wal 336.3MB | dead 0 vac 12 run=0 | hnsw 56MB | cpu app 0.24% db 0.09% tei 199.87% | dbmem 338/512MB file 314 anon 17 evmax 0 | base 70.0
05:48:31  [watch] 청크 33480 (+1075) 원본당 70.0ms | INSERT 1.232ms/건 | ckpt 7/0 wal 377.1MB | dead 0 vac 12 run=0 | hnsw 58MB | cpu app 0.45% db 0.40% tei 197.71% | dbmem 342/512MB file 318 anon 17 evmax 0 | base 70.0
05:49:34  [watch] 청크 34442 (+962) 원본당 78.8ms | INSERT 1.401ms/건 | ckpt 7/0 wal 397.9MB | dead 0 vac 13 run=0 | hnsw 59MB | cpu app 1.22% db 100.59% tei 157.93% | dbmem 384/512MB file 323 anon 54 evmax 0 | base 70.0
05:50:37  [watch] 청크 35522 (+1080) 원본당 70.0ms | INSERT 1.435ms/건 | ckpt 7/0 wal 404.9MB | dead 0 vac 13 run=0 | hnsw 61MB | cpu app 0.21% db 4.34% tei 200.99% | dbmem 351/512MB file 327 anon 17 evmax 0 | base 70.0
05:51:40  [watch] 청크 36477 (+955) 원본당 78.8ms | INSERT 1.214ms/건 | ckpt 7/0 wal 410.1MB | dead 0 vac 13 run=0 | hnsw 63MB | cpu app 0.30% db 0.10% tei 201.22% | dbmem 355/512MB file 331 anon 17 evmax 0 | base 70.0
05:52:44  [watch] 청크 37559 (+1082) 원본당 71.1ms | INSERT 1.233ms/건 | ckpt 7/0 wal 416.1MB | dead 0 vac 13 run=0 | hnsw 65MB | cpu app 0.53% db 4.36% tei 200.15% | dbmem 375/512MB file 351 anon 17 evmax 0 | base 70.0
05:53:47  [watch] 청크 38531 (+972) 원본당 78.8ms | INSERT 1.263ms/건 | ckpt 8/0 wal 468.6MB | dead 0 vac 13 run=0 | hnsw 66MB | cpu app 0.20% db 5.14% tei 198.50% | dbmem 380/512MB file 356 anon 17 evmax 0 | base 70.0
05:54:50  [watch] 청크 39501 (+970) 원본당 78.8ms | INSERT 1.541ms/건 | ckpt 8/0 wal 484.6MB | dead 0 vac 13 run=0 | hnsw 68MB | cpu app 0.27% db 100.18% tei 199.50% | dbmem 421/512MB file 359 anon 54 evmax 0 | base 70.0
05:55:53  [watch] 청크 40575 (+1074) 원본당 70.0ms | INSERT 1.380ms/건 | ckpt 8/0 wal 491.4MB | dead 0 vac 13 run=0 | hnsw 69MB | cpu app 0.28% db 4.43% tei 200.18% | dbmem 404/512MB file 380 anon 17 evmax 0 | base 70.0
05:56:56  [watch] 청크 41529 (+954) 원본당 78.8ms | INSERT 1.232ms/건 | ckpt 8/0 wal 496.7MB | dead 0 vac 13 run=0 | hnsw 71MB | cpu app 0.66% db 0.10% tei 171.29% | dbmem 408/512MB file 384 anon 17 evmax 0 | base 70.0
05:58:00  [watch] 청크 42611 (+1082) 원본당 71.1ms | INSERT 1.276ms/건 | ckpt 8/0 wal 502.6MB | dead 0 vac 13 run=0 | hnsw 73MB | cpu app 0.43% db 0.01% tei 199.07% | dbmem 412/512MB file 388 anon 17 evmax 0 | base 70.0
05:59:03  [watch] 청크 43566 (+955) 원본당 78.8ms | INSERT 1.318ms/건 | ckpt 9/0 wal 564.4MB | dead 0 vac 14 run=0 | hnsw 74MB | cpu app 0.79% db 18.56% tei 196.29% | dbmem 417/512MB file 393 anon 17 evmax 0 | base 70.0
06:00:06  [watch] 청크 44649 (+1083) 원본당 70.0ms | INSERT 1.373ms/건 | ckpt 9/0 wal 578.9MB | dead 0 vac 14 run=0 | hnsw 76MB | cpu app 0.49% db 110.79% tei 199.91% | dbmem 458/512MB file 397 anon 54 evmax 0 | base 70.0
06:01:09  [watch] 청크 45609 (+960) 원본당 78.8ms | INSERT 1.508ms/건 | ckpt 9/0 wal 584.9MB | dead 0 vac 14 run=0 | hnsw 78MB | cpu app 0.48% db 0.42% tei 199.70% | dbmem 425/512MB file 401 anon 17 evmax 0 | base 70.0
06:02:13  [watch] 청크 46567 (+958) 원본당 80.0ms | INSERT 1.264ms/건 | ckpt 9/0 wal 590.3MB | dead 0 vac 14 run=0 | hnsw 79MB | cpu app 0.50% db 16.04% tei 200.26% | dbmem 446/512MB file 421 anon 17 evmax 0 | base 70.0
06:03:16  [watch] 청크 47640 (+1073) 원본당 70.0ms | INSERT 1.268ms/건 | ckpt 10/0 wal 613.3MB | dead 0 vac 14 run=0 | hnsw 81MB | cpu app 3.95% db 0.08% tei 201.25% | dbmem 450/512MB file 425 anon 17 evmax 0 | base 70.0
06:04:19  [watch] 청크 48725 (+1085) 원본당 70.0ms | INSERT 1.304ms/건 | ckpt 10/0 wal 669.5MB | dead 0 vac 14 run=0 | hnsw 83MB | cpu app 0.44% db 0.12% tei 198.90% | dbmem 454/512MB file 430 anon 17 evmax 0 | base 70.0
06:05:22  [watch] 청크 49783 (+1058) 원본당 70.0ms | INSERT 1.290ms/건 | ckpt 10/0 wal 680.5MB | dead 0 vac 14 run=0 | hnsw 85MB | cpu app 0.19% db 0.21% tei 200.51% | dbmem 475/512MB file 450 anon 17 evmax 0 | base 70.0
06:06:26  [watch] 청크 50840 (+1057) 원본당 70.0ms | INSERT 1.426ms/건 | ckpt 10/0 wal 686.8MB | dead 0 vac 14 run=0 | hnsw 87MB | cpu app 1.49% db 100.12% tei 199.72% | dbmem 496/512MB file 435 anon 54 evmax 105 | base 70.0
06:07:29  [watch] 청크 51812 (+972) 원본당 80.0ms | INSERT 1.467ms/건 | ckpt 10/0 wal 692.2MB | dead 0 vac 14 run=0 | hnsw 88MB | cpu app 0.42% db 0.12% tei 201.69% | dbmem 463/512MB file 439 anon 18 evmax 105 | base 70.0
06:08:32  [watch] 청크 52884 (+1072) 원본당 70.0ms | INSERT 1.298ms/건 | ckpt 11/0 wal 739.8MB | dead 0 vac 14 run=0 | hnsw 90MB | cpu app 0.43% db 0.08% tei 198.89% | dbmem 468/512MB file 443 anon 17 evmax 105 | base 70.0
06:09:35  [watch] 청크 53844 (+960) 원본당 78.8ms | INSERT 1.327ms/건 | ckpt 11/0 wal 778.3MB | dead 0 vac 14 run=0 | hnsw 92MB | cpu app 0.66% db 0.09% tei 200.06% | dbmem 481/512MB file 457 anon 17 evmax 105 | base 70.0
06:10:38  [watch] 청크 54923 (+1079) 원본당 70.0ms | INSERT 1.330ms/건 | ckpt 11/0 wal 789.2MB | dead 0 vac 14 run=0 | hnsw 93MB | cpu app 0.41% db 0.12% tei 199.29% | dbmem 486/512MB file 461 anon 17 evmax 105 | base 70.0
06:11:42  [watch] 청크 55880 (+957) 원본당 80.0ms | INSERT 1.295ms/건 | ckpt 11/0 wal 795.1MB | dead 0 vac 15 run=0 | hnsw 95MB | cpu app 0.38% db 4.39% tei 200.24% | dbmem 495/512MB file 471 anon 17 evmax 159 | base 70.0
06:12:45  [watch] 청크 56976 (+1096) 원본당 70.0ms | INSERT 1.287ms/건 | ckpt 11/0 wal 801.2MB | dead 0 vac 15 run=0 | hnsw 97MB | cpu app 0.20% db 0.00% tei 199.95% | dbmem 495/512MB file 471 anon 17 evmax 182 | base 70.0
06:13:48  [watch] 청크 57934 (+958) 원본당 78.8ms | INSERT 1.587ms/건 | ckpt 12/0 wal 865.5MB | dead 0 vac 15 run=0 | hnsw 98MB | cpu app 0.21% db 99.98% tei 199.74% | dbmem 495/512MB file 433 anon 54 evmax 399 | base 70.0
06:14:51  [watch] 청크 58892 (+958) 원본당 78.8ms | INSERT 1.392ms/건 | ckpt 12/0 wal 894.8MB | dead 0 vac 15 run=0 | hnsw 100MB | cpu app 0.19% db 20.77% tei 199.74% | dbmem 486/512MB file 462 anon 17 evmax 399 | base 70.0
06:15:55  [watch] 청크 59978 (+1086) 원본당 71.1ms | INSERT 1.349ms/건 | ckpt 12/0 wal 905.0MB | dead 0 vac 15 run=0 | hnsw 102MB | cpu app 0.40% db 0.10% tei 201.58% | dbmem 494/512MB file 470 anon 17 evmax 425 | base 70.0
06:16:58  [watch] 청크 60948 (+970) 원본당 78.8ms | INSERT 1.295ms/건 | ckpt 12/0 wal 910.8MB | dead 0 vac 15 run=0 | hnsw 103MB | cpu app 0.63% db 14.10% tei 195.29% | dbmem 494/512MB file 470 anon 17 evmax 448 | base 70.0
06:18:01  [watch] 청크 62034 (+1086) 원본당 70.0ms | INSERT 1.269ms/건 | ckpt 12/0 wal 916.9MB | dead 0 vac 15 run=0 | hnsw 105MB | cpu app 0.40% db 0.00% tei 200.90% | dbmem 496/512MB file 471 anon 17 evmax 462 | base 70.0
06:19:04  [watch] 청크 63021 (+987) 원본당 78.8ms | INSERT 1.350ms/건 | ckpt 13/0 wal 994.0MB | dead 0 vac 15 run=0 | hnsw 107MB | cpu app 0.47% db 0.09% tei 200.51% | dbmem 496/512MB file 471 anon 17 evmax 515 | base 70.0
06:20:08  [watch] 청크 63980 (+959) 원본당 80.0ms | INSERT 1.325ms/건 | ckpt 13/0 wal 1017.7MB | dead 0 vac 15 run=0 | hnsw 108MB | cpu app 0.21% db 4.50% tei 200.58% | dbmem 497/512MB file 473 anon 17 evmax 631 | base 70.0
06:21:11  [watch] 청크 65059 (+1079) 원본당 70.0ms | INSERT 1.418ms/건 | ckpt 13/0 wal 1027.7MB | dead 0 vac 15 run=0 | hnsw 110MB | cpu app 0.20% db 99.84% tei 200.06% | dbmem 497/512MB file 434 anon 54 evmax 950 | base 70.0
06:22:14  [watch] 청크 66037 (+978) 원본당 78.8ms | INSERT 1.612ms/건 | ckpt 13/0 wal 1033.8MB | dead 0 vac 15 run=0 | hnsw 112MB | cpu app 0.41% db 0.13% tei 200.06% | dbmem 472/512MB file 447 anon 17 evmax 1007 | base 70.0
06:23:18  [watch] 청크 67008 (+971) 원본당 78.8ms | INSERT 1.369ms/건 | ckpt 14/0 wal 1057.6MB | dead 0 vac 15 run=0 | hnsw 113MB | cpu app 4.54% db 15.00% tei 162.67% | dbmem 478/512MB file 453 anon 17 evmax 1007 | base 70.0
06:24:21  [watch] 청크 68057 (+1049) 원본당 71.1ms | INSERT 1.423ms/건 | ckpt 14/0 wal 1131.6MB | dead 0 vac 15 run=0 | hnsw 115MB | cpu app 0.97% db 0.38% tei 164.33% | dbmem 498/512MB file 473 anon 17 evmax 1019 | base 70.0
06:25:24  [watch] 청크 69142 (+1085) 원본당 70.0ms | INSERT 1.360ms/건 | ckpt 14/0 wal 1150.4MB | dead 0 vac 15 run=0 | hnsw 117MB | cpu app 0.20% db 0.48% tei 199.82% | dbmem 497/512MB file 472 anon 17 evmax 1072 | base 70.0
