t_epoch,t_iso,elapsed_s,phase,chunks,sources,d_chunks,d_sources,ms_per_source,app,ins_calls,ins_ms,d_ins_calls,d_ins_ms,ins_ms_per_call,all_calls,all_ms,ckpt_timed,ckpt_req,ckpt_buffers,wal_mb,n_dead,n_ins_since_vac,autovac_count,last_autovac,vac_running,heap_mb,hnsw_mb,backends,lock_waits,cpu_app,cpu_db,cpu_tei,mem_app
1789664715,2026-09-17T17:05:18Z,11613,observe-1,213458,177800,721,600,105.0,up,213458,975914.2,661,29144.0,44.091,577304,1032352,39,0,130117,7326.9,0,9513,18,16:51:40,0,163,359,11,0,0.21%,6.17%,0.08%,475.2MiB
1789664778,2026-09-17T17:06:21Z,11676,observe-1,214190,178400,732,600,105.0,up,214190,1007092.2,732,31178.0,42.593,578665,1064099,39,0,130141,7394.3,0,10245,18,16:51:40,0,164,360,11,0,0.17%,0.01%,200.17%,475.7MiB
1789664841,2026-09-17T17:07:25Z,11739,observe-1,214678,178800,488,400,157.5,up,214678,1042061.4,488,34969.2,71.658,579572,1099564,39,0,130141,7427.8,0,10733,18,16:51:40,0,164,361,11,0,0.47%,106.74%,108.29%,476.1MiB
1789664905,2026-09-17T17:08:28Z,11803,observe-1,215280,179300,602,500,128.0,up,215280,1075138.2,602,33076.8,54.945,580699,1133587,39,0,130141,7461.0,0,11335,18,16:51:40,0,165,362,11,0,0.21%,5.00%,0.13%,476.9MiB
1789664979,2026-09-17T17:09:42Z,11877,observe-2,215398,179400,118,100,740.0,up,215498,1081965.4,218,6827.2,31.317,764098,1145624,39,1,131252,7470.7,100,11553,18,16:51:40,0,165,362,11,0,1.11%,2.88%,200.01%,464.4MiB
1789665042,2026-09-17T17:10:46Z,11940,observe-2,216589,180400,1191,1000,63.0,up,216689,1085477.3,1191,3511.9,2.949,766335,1149548,39,1,131252,7622.6,100,12744,18,16:51:40,0,166,364,11,0,0.21%,29.73%,199.37%,471.9MiB
1789665106,2026-09-17T17:11:49Z,12004,observe-2,217814,181400,1225,1000,64.0,up,217914,1088663.8,1225,3186.5,2.601,768606,1153146,39,1,131252,7707.9,100,13969,18,16:51:40,0,167,366,11,0,1.41%,23.90%,182.11%,474.1MiB
1789665169,2026-09-17T17:12:52Z,12067,observe-2,219109,182500,1295,1100,57.3,up,219209,1092042.3,1295,3378.5,2.609,771051,1156963,39,1,131252,7760.5,100,15264,18,16:51:40,0,168,368,11,0,13.31%,0.06%,152.11%,476MiB
1789665232,2026-09-17T17:13:55Z,12130,observe-2,220332,183500,1223,1000,63.0,up,220432,1095231.5,1223,3189.2,2.608,773321,1160603,40,1,131289,7838.2,100,16487,18,16:51:40,0,168,370,11,0,0.55%,0.06%,200.29%,476.9MiB
1789665295,2026-09-17T17:14:58Z,12193,observe-2,221525,184500,1193,1000,63.0,up,221625,1098458.9,1193,3227.4,2.705,775559,1164279,40,1,131322,7967.3,100,17680,18,16:51:40,0,169,372,11,0,2.33%,22.68%,160.19%,477.9MiB
1789665358,2026-09-17T17:16:01Z,12256,observe-2,222724,185500,1199,1000,63.0,up,222941,1102001.5,1316,3542.6,2.692,778026,1168275,40,1,131337,8046.4,100,18996,18,16:51:40,0,170,374,11,0,0.19%,0.14%,200.97%,478.9MiB
1789665422,2026-09-17T17:17:05Z,12320,observe-2,224026,186600,1302,1100,58.2,up,224126,1105120.6,1185,3119.1,2.632,780256,1171893,40,1,131337,8089.3,100,20181,18,16:51:40,0,171,376,11,0,0.48%,0.09%,199.35%,479.5MiB
1789665485,2026-09-17T17:18:08Z,12383,observe-2,225227,187600,1201,1000,63.0,up,225327,1108175.0,1201,3054.4,2.543,782503,1175416,40,1,131337,8116.5,100,21382,18,16:51:40,0,172,378,11,0,0.24%,34.18%,200.12%,480.3MiB
1789665548,2026-09-17T17:19:11Z,12446,observe-2,226538,188700,1311,1100,57.3,up,226638,1111690.0,1311,3515.0,2.681,784965,1179385,41,1,131382,8228.0,100,22693,18,16:51:40,0,173,381,11,0,0.64%,0.13%,141.01%,480.7MiB
1789665611,2026-09-17T17:20:14Z,12509,observe-2,227828,189800,1290,1100,57.3,up,227928,1115263.9,1290,3573.9,2.770,787404,1183429,41,1,131412,8347.0,100,23983,18,16:51:40,0,174,383,11,0,0.23%,0.14%,200.05%,481.2MiB
1789665675,2026-09-17T17:21:18Z,12573,settled,229029,190800,1201,1000,64.0,up,229129,1118410.2,1201,3146.3,2.620,789666,1187077,41,1,131416,8409.4,100,25184,18,16:51:40,0,175,385,11,0,2.90%,0.02%,199.61%,481.5MiB
1789665738,2026-09-17T17:22:21Z,12636,settled,230225,191800,1196,1000,63.0,up,230325,1121504.9,1196,3094.7,2.588,791908,1190636,41,1,131416,8448.3,100,26380,18,16:51:40,0,176,387,11,0,0.61%,0.08%,197.24%,481.3MiB
1789665801,2026-09-17T17:23:24Z,12699,settled,231527,192900,1302,1100,57.3,up,231627,1124908.3,1302,3403.4,2.614,794360,1194506,41,1,131416,8475.3,100,27682,18,16:51:40,0,177,389,11,0,1.76%,2.64%,199.72%,481.4MiB
1789665864,2026-09-17T17:24:27Z,12762,settled,232740,193900,1213,1000,63.0,up,232840,1128193.2,1213,3284.9,2.708,796620,1198261,42,1,131486,8609.9,100,28895,18,16:51:40,0,178,391,11,0,0.52%,0.09%,159.31%,481.5MiB
