13:51:39  watchdog: 390분 뒤 강제 정지 예약
13:51:39  시작 코퍼스 0 청크 / 원본 200016 / TEI 상한 2.0 고정
13:51:42  ◆ 앱 기동 — 연속 색인 시작(1회차)
14:31:36  [watch] 청크 46680 (+1317) 원본당 57.3ms | INSERT 1.278ms/건 | ckpt 8/0 wal 547.7MB | dead 0 vac 11 run=0 | hnsw 79MB | cpu app 0.45% db 0.09% tei 199.64% | base 63.0
14:32:39  [watch] 청크 47889 (+1209) 원본당 63.0ms | INSERT 1.621ms/건 | ckpt 8/0 wal 554.3MB | dead 0 vac 11 run=0 | hnsw 81MB | cpu app 0.22% db 99.59% tei 201.95% | base 63.0
14:33:42  [watch] 청크 49083 (+1194) 원본당 63.0ms | INSERT 1.299ms/건 | ckpt 8/0 wal 561.1MB | dead 0 vac 11 run=0 | hnsw 83MB | cpu app 1.36% db 0.02% tei 168.00% | base 63.0
14:34:45  [watch] 청크 50477 (+1394) 원본당 52.5ms | INSERT 1.332ms/건 | ckpt 9/0 wal 636.1MB | dead 0 vac 11 run=0 | hnsw 86MB | cpu app 0.48% db 0.11% tei 201.67% | base 63.0
14:35:48  [watch] 청크 51690 (+1213) 원본당 63.0ms | INSERT 1.263ms/건 | ckpt 9/0 wal 650.4MB | dead 0 vac 12 run=0 | hnsw 88MB | cpu app 0.53% db 0.11% tei 201.61% | base 63.0
14:36:51  [watch] 청크 53002 (+1312) 원본당 57.3ms | INSERT 1.286ms/건 | ckpt 9/0 wal 658.4MB | dead 0 vac 12 run=0 | hnsw 90MB | cpu app 0.49% db 0.13% tei 200.77% | base 63.0
14:37:54  [watch] 청크 54207 (+1205) 원본당 63.0ms | INSERT 1.354ms/건 | ckpt 9/0 wal 665.0MB | dead 0 vac 12 run=0 | hnsw 92MB | cpu app 0.42% db 100.09% tei 200.68% | base 63.0
14:38:57  [watch] 청크 55391 (+1184) 원본당 63.0ms | INSERT 1.575ms/건 | ckpt 9/0 wal 671.7MB | dead 0 vac 12 run=0 | hnsw 94MB | cpu app 0.35% db 16.37% tei 199.35% | base 63.0
14:40:00  [watch] 청크 56605 (+1214) 원본당 63.0ms | INSERT 1.356ms/건 | ckpt 10/0 wal 752.5MB | dead 0 vac 12 run=0 | hnsw 96MB | cpu app 0.26% db 16.42% tei 200.07% | base 63.0
14:41:03  [watch] 청크 57934 (+1329) 원본당 57.3ms | INSERT 1.302ms/건 | ckpt 10/0 wal 769.7MB | dead 0 vac 12 run=0 | hnsw 98MB | cpu app 2.21% db 1.18% tei 201.44% | base 63.0
14:42:06  [watch] 청크 59131 (+1197) 원본당 63.0ms | INSERT 1.323ms/건 | ckpt 10/0 wal 777.1MB | dead 0 vac 12 run=0 | hnsw 100MB | cpu app 0.42% db 0.12% tei 199.74% | base 63.0
14:43:09  [watch] 청크 60338 (+1207) 원본당 63.0ms | INSERT 1.316ms/건 | ckpt 10/0 wal 783.7MB | dead 0 vac 12 run=0 | hnsw 102MB | cpu app 0.51% db 0.13% tei 201.73% | base 63.0
14:44:12  [watch] 청크 61561 (+1223) 원본당 63.0ms | INSERT 1.547ms/건 | ckpt 11/0 wal 823.2MB | dead 0 vac 12 run=0 | hnsw 104MB | cpu app 0.90% db 99.95% tei 152.37% | base 63.0
14:45:15  [watch] 청크 62771 (+1210) 원본당 63.0ms | INSERT 1.638ms/건 | ckpt 11/0 wal 882.7MB | dead 0 vac 12 run=0 | hnsw 106MB | cpu app 2.77% db 0.15% tei 199.12% | base 63.0
14:46:18  [watch] 청크 63980 (+1209) 원본당 63.0ms | INSERT 1.352ms/건 | ckpt 11/0 wal 896.3MB | dead 0 vac 12 run=0 | hnsw 108MB | cpu app 0.42% db 0.13% tei 199.41% | base 63.0
14:47:21  [watch] 청크 65181 (+1201) 원본당 63.0ms | INSERT 1.341ms/건 | ckpt 11/0 wal 903.9MB | dead 0 vac 12 run=0 | hnsw 110MB | cpu app 0.26% db 3.76% tei 199.56% | base 63.0
