t_epoch,t_iso,event,chunks
1789652718,2026-09-17T13:45:18Z,앱 기동 — 연속 색인 시작(1회차),0
1789652811,2026-09-17T13:46:51Z,기준선 확정 57.5ms/원본 (유효 2표본 중앙값),1322
1789652857,2026-09-17T13:47:37Z,열화 감지 — 2표본 연속 ≥ 57.5×0.1 (마지막 76.7ms),2283
1789652858,2026-09-17T13:47:38Z,개입 1: 앱 재시작 직전,2283
1789652862,2026-09-17T13:47:42Z,개입 1: 앱 재시작 완료 — 2회차,2283
1789652931,2026-09-17T13:48:51Z,미회복 — 개입 1 뒤 중앙값 76.7ms (기준선 57.5) → 앱(JVM·풀·세션) 은 아니다,3158
1789652932,2026-09-17T13:48:52Z,개입 2: DB 재시작 직전,3158
1789652942,2026-09-17T13:49:02Z,개입 2: DB 재시작 완료 — 3회차,3158
1789653011,2026-09-17T13:50:11Z,색인 완주 (앱 로그) — 남은 원본 없음,3652
