         /\      Grafana   /‾‾/  
    /\  /  \     |\  __   /  /   
   /  \/    \    | |/ /  /   ‾‾\ 
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/ 
     execution: local
        script: traffic.js
        output: -
     scenarios: (100.00%) 1 scenario, 2000 max VUs, 10m10s max duration (incl. graceful stop):
              * traffic: Up to 1454.00 iterations/s for 10m0s over 40 stages (maxVUs: 250-2000, gracefulStop: 10s)
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
time="2026-09-20T02:56:41Z" level=info msg="setup: 세션 300/300 준비" source=console
running (05m28.9s), 0124/0303 VUs, 302246 complete and 0 interrupted iterations
running (05m29.9s), 0116/0303 VUs, 303299 complete and 0 interrupted iterations
running (05m30.9s), 0110/0303 VUs, 304370 complete and 0 interrupted iterations
running (05m31.9s), 0104/0303 VUs, 305458 complete and 0 interrupted iterations
running (05m32.9s), 0108/0303 VUs, 306555 complete and 0 interrupted iterations
running (05m33.9s), 0122/0303 VUs, 307660 complete and 0 interrupted iterations
running (05m34.9s), 0125/0303 VUs, 308794 complete and 0 interrupted iterations
running (05m35.9s), 0124/0303 VUs, 309950 complete and 0 interrupted iterations
running (05m36.9s), 0129/0303 VUs, 311101 complete and 0 interrupted iterations
running (05m37.9s), 0114/0303 VUs, 312236 complete and 0 interrupted iterations
running (05m38.9s), 0112/0303 VUs, 313320 complete and 0 interrupted iterations
running (05m39.9s), 0106/0303 VUs, 314371 complete and 0 interrupted iterations
running (05m40.9s), 0098/0303 VUs, 315387 complete and 0 interrupted iterations
running (05m41.9s), 0099/0303 VUs, 316357 complete and 0 interrupted iterations
running (05m42.9s), 0091/0303 VUs, 317298 complete and 0 interrupted iterations
running (05m43.9s), 0091/0303 VUs, 318195 complete and 0 interrupted iterations
running (05m44.9s), 0093/0303 VUs, 319051 complete and 0 interrupted iterations
running (05m45.9s), 0081/0303 VUs, 319885 complete and 0 interrupted iterations
running (05m46.9s), 0079/0303 VUs, 320672 complete and 0 interrupted iterations
running (05m47.9s), 0078/0303 VUs, 321419 complete and 0 interrupted iterations
running (05m48.9s), 0077/0303 VUs, 322130 complete and 0 interrupted iterations
running (05m49.9s), 0068/0303 VUs, 322812 complete and 0 interrupted iterations
running (05m50.9s), 0061/0303 VUs, 323454 complete and 0 interrupted iterations
running (05m51.9s), 0069/0303 VUs, 324068 complete and 0 interrupted iterations
running (05m52.9s), 0070/0303 VUs, 324726 complete and 0 interrupted iterations
running (05m53.9s), 0072/0303 VUs, 325420 complete and 0 interrupted iterations
running (05m54.9s), 0073/0303 VUs, 326154 complete and 0 interrupted iterations
running (05m55.9s), 0086/0303 VUs, 326914 complete and 0 interrupted iterations
running (05m56.9s), 0093/0303 VUs, 327718 complete and 0 interrupted iterations
running (05m57.9s), 0091/0303 VUs, 328569 complete and 0 interrupted iterations
running (05m58.9s), 0103/0303 VUs, 329446 complete and 0 interrupted iterations
running (05m59.9s), 0092/0303 VUs, 330382 complete and 0 interrupted iterations
running (06m00.9s), 0098/0303 VUs, 331340 complete and 0 interrupted iterations
running (06m01.9s), 0106/0303 VUs, 332334 complete and 0 interrupted iterations
running (06m02.9s), 0102/0303 VUs, 333379 complete and 0 interrupted iterations
running (06m03.9s), 0117/0303 VUs, 334443 complete and 0 interrupted iterations
running (06m04.9s), 0104/0303 VUs, 335573 complete and 0 interrupted iterations
running (06m05.9s), 0122/0303 VUs, 336709 complete and 0 interrupted iterations
running (06m06.9s), 0115/0303 VUs, 337888 complete and 0 interrupted iterations
running (06m07.9s), 0113/0303 VUs, 339036 complete and 0 interrupted iterations
running (06m08.9s), 0114/0303 VUs, 340150 complete and 0 interrupted iterations
running (06m09.9s), 0106/0303 VUs, 341245 complete and 0 interrupted iterations
running (06m10.9s), 0110/0303 VUs, 342298 complete and 0 interrupted iterations
running (06m11.9s), 0100/0303 VUs, 343337 complete and 0 interrupted iterations
running (06m12.9s), 0106/0303 VUs, 344331 complete and 0 interrupted iterations
running (06m13.9s), 0102/0303 VUs, 345306 complete and 0 interrupted iterations
running (06m14.9s), 0097/0303 VUs, 346252 complete and 0 interrupted iterations
running (06m15.9s), 0088/0303 VUs, 347175 complete and 0 interrupted iterations
running (06m16.9s), 0085/0303 VUs, 348062 complete and 0 interrupted iterations
running (06m17.9s), 0086/0303 VUs, 348916 complete and 0 interrupted iterations
running (06m18.9s), 0085/0303 VUs, 349743 complete and 0 interrupted iterations
running (06m19.9s), 0074/0303 VUs, 350552 complete and 0 interrupted iterations
running (06m20.9s), 0083/0303 VUs, 351311 complete and 0 interrupted iterations
running (06m21.9s), 0080/0303 VUs, 352074 complete and 0 interrupted iterations
running (06m22.9s), 0095/0303 VUs, 352853 complete and 0 interrupted iterations
running (06m23.9s), 0083/0303 VUs, 353695 complete and 0 interrupted iterations
running (06m24.9s), 0091/0303 VUs, 354553 complete and 0 interrupted iterations
running (06m25.9s), 0100/0303 VUs, 355446 complete and 0 interrupted iterations
running (06m26.9s), 0101/0303 VUs, 356382 complete and 0 interrupted iterations
running (06m27.9s), 0107/0303 VUs, 357349 complete and 0 interrupted iterations
running (06m28.9s), 0122/0303 VUs, 358342 complete and 0 interrupted iterations
running (06m29.9s), 0113/0303 VUs, 359395 complete and 0 interrupted iterations
running (06m30.9s), 0115/0303 VUs, 360474 complete and 0 interrupted iterations
running (06m31.9s), 0118/0303 VUs, 361586 complete and 0 interrupted iterations
running (06m32.9s), 0120/0303 VUs, 362737 complete and 0 interrupted iterations
running (06m33.9s), 0130/0303 VUs, 363914 complete and 0 interrupted iterations
running (06m34.9s), 0134/0303 VUs, 365134 complete and 0 interrupted iterations
running (06m35.9s), 0140/0303 VUs, 366386 complete and 0 interrupted iterations
running (06m36.9s), 0130/0303 VUs, 367674 complete and 0 interrupted iterations
running (06m37.9s), 0125/0303 VUs, 368938 complete and 0 interrupted iterations
running (06m38.9s), 0138/0303 VUs, 370166 complete and 0 interrupted iterations
running (06m39.9s), 0127/0303 VUs, 371399 complete and 0 interrupted iterations
running (06m40.9s), 0127/0303 VUs, 372603 complete and 0 interrupted iterations
running (06m41.9s), 0118/0303 VUs, 373797 complete and 0 interrupted iterations
running (06m42.9s), 0118/0303 VUs, 374962 complete and 0 interrupted iterations
running (06m43.9s), 0118/0303 VUs, 376110 complete and 0 interrupted iterations
running (06m44.9s), 0117/0303 VUs, 377239 complete and 0 interrupted iterations
running (06m45.9s), 0107/0303 VUs, 378359 complete and 0 interrupted iterations
running (06m46.9s), 0117/0303 VUs, 379440 complete and 0 interrupted iterations
running (06m47.9s), 0105/0303 VUs, 380525 complete and 0 interrupted iterations
running (06m48.9s), 0108/0303 VUs, 381575 complete and 0 interrupted iterations
running (06m49.9s), 0106/0303 VUs, 382612 complete and 0 interrupted iterations
running (06m50.9s), 0100/0303 VUs, 383635 complete and 0 interrupted iterations
running (06m51.9s), 0101/0303 VUs, 384630 complete and 0 interrupted iterations
running (06m52.9s), 0086/0303 VUs, 385622 complete and 0 interrupted iterations
running (06m53.9s), 0098/0303 VUs, 386567 complete and 0 interrupted iterations
running (06m54.9s), 0098/0303 VUs, 387503 complete and 0 interrupted iterations
running (06m55.9s), 0088/0303 VUs, 388428 complete and 0 interrupted iterations
running (06m56.9s), 0085/0303 VUs, 389327 complete and 0 interrupted iterations
running (06m57.9s), 0090/0303 VUs, 390197 complete and 0 interrupted iterations
running (06m58.9s), 0085/0303 VUs, 391056 complete and 0 interrupted iterations
running (06m59.9s), 0083/0303 VUs, 391892 complete and 0 interrupted iterations
running (07m00.9s), 0087/0303 VUs, 392703 complete and 0 interrupted iterations
running (07m01.9s), 0085/0303 VUs, 393498 complete and 0 interrupted iterations
running (07m02.9s), 0070/0303 VUs, 394286 complete and 0 interrupted iterations
running (07m03.9s), 0075/0303 VUs, 395035 complete and 0 interrupted iterations
running (07m04.9s), 0078/0303 VUs, 395765 complete and 0 interrupted iterations
running (07m05.9s), 0076/0303 VUs, 396479 complete and 0 interrupted iterations
running (07m06.9s), 0074/0303 VUs, 397190 complete and 0 interrupted iterations
running (07m07.9s), 0076/0303 VUs, 397934 complete and 0 interrupted iterations
running (07m08.9s), 0092/0303 VUs, 398701 complete and 0 interrupted iterations
running (07m09.9s), 0085/0303 VUs, 399528 complete and 0 interrupted iterations
running (07m10.9s), 0096/0303 VUs, 400375 complete and 0 interrupted iterations
running (07m11.9s), 0095/0303 VUs, 401269 complete and 0 interrupted iterations
running (07m12.9s), 0105/0303 VUs, 402190 complete and 0 interrupted iterations
running (07m13.9s), 0108/0303 VUs, 403156 complete and 0 interrupted iterations
running (07m14.9s), 0094/0303 VUs, 404174 complete and 0 interrupted iterations
running (07m15.9s), 0116/0303 VUs, 405193 complete and 0 interrupted iterations
running (07m16.9s), 0107/0303 VUs, 406281 complete and 0 interrupted iterations
running (07m17.9s), 0128/0303 VUs, 407376 complete and 0 interrupted iterations
running (07m18.9s), 0124/0303 VUs, 408533 complete and 0 interrupted iterations
running (07m19.9s), 0130/0303 VUs, 409717 complete and 0 interrupted iterations
running (07m20.9s), 0127/0303 VUs, 410947 complete and 0 interrupted iterations
running (07m21.9s), 0120/0303 VUs, 412199 complete and 0 interrupted iterations
running (07m22.9s), 0120/0303 VUs, 413422 complete and 0 interrupted iterations
running (07m23.9s), 0135/0303 VUs, 414606 complete and 0 interrupted iterations
running (07m24.9s), 0121/0303 VUs, 415796 complete and 0 interrupted iterations
running (07m25.9s), 0120/0303 VUs, 416950 complete and 0 interrupted iterations
running (07m26.9s), 0129/0303 VUs, 418070 complete and 0 interrupted iterations
running (07m27.9s), 0117/0303 VUs, 419187 complete and 0 interrupted iterations
running (07m28.9s), 0105/0303 VUs, 420282 complete and 0 interrupted iterations
running (07m29.9s), 0100/0303 VUs, 421346 complete and 0 interrupted iterations
running (07m30.9s), 0120/0303 VUs, 422361 complete and 0 interrupted iterations
running (07m31.9s), 0104/0303 VUs, 423389 complete and 0 interrupted iterations
running (07m32.9s), 0099/0303 VUs, 424382 complete and 0 interrupted iterations
running (07m33.9s), 0113/0303 VUs, 425334 complete and 0 interrupted iterations
running (07m34.9s), 0092/0303 VUs, 426297 complete and 0 interrupted iterations
running (07m35.9s), 0104/0303 VUs, 427203 complete and 0 interrupted iterations
running (07m36.9s), 0091/0303 VUs, 428114 complete and 0 interrupted iterations
running (07m37.9s), 0092/0303 VUs, 428998 complete and 0 interrupted iterations
running (07m38.9s), 0086/0303 VUs, 429873 complete and 0 interrupted iterations
running (07m39.9s), 0087/0303 VUs, 430728 complete and 0 interrupted iterations
running (07m40.9s), 0096/0303 VUs, 431561 complete and 0 interrupted iterations
running (07m41.9s), 0082/0303 VUs, 432403 complete and 0 interrupted iterations
running (07m42.9s), 0086/0303 VUs, 433213 complete and 0 interrupted iterations
running (07m43.9s), 0083/0303 VUs, 434016 complete and 0 interrupted iterations
running (07m44.9s), 0089/0303 VUs, 434796 complete and 0 interrupted iterations
running (07m45.9s), 0077/0303 VUs, 435579 complete and 0 interrupted iterations
running (07m46.9s), 0078/0303 VUs, 436336 complete and 0 interrupted iterations
running (07m47.9s), 0071/0303 VUs, 437088 complete and 0 interrupted iterations
running (07m48.9s), 0070/0303 VUs, 437819 complete and 0 interrupted iterations
running (07m49.9s), 0076/0303 VUs, 438528 complete and 0 interrupted iterations
running (07m50.9s), 0071/0303 VUs, 439235 complete and 0 interrupted iterations
running (07m51.9s), 0066/0303 VUs, 439948 complete and 0 interrupted iterations
running (07m52.9s), 0086/0303 VUs, 440686 complete and 0 interrupted iterations
running (07m53.9s), 0083/0303 VUs, 441497 complete and 0 interrupted iterations
running (07m54.9s), 0101/0303 VUs, 442339 complete and 0 interrupted iterations
running (07m55.9s), 0101/0303 VUs, 443249 complete and 0 interrupted iterations
running (07m56.9s), 0095/0303 VUs, 444217 complete and 0 interrupted iterations
running (07m57.9s), 0106/0303 VUs, 445217 complete and 0 interrupted iterations
running (07m58.9s), 0112/0303 VUs, 446274 complete and 0 interrupted iterations
running (07m59.9s), 0115/0303 VUs, 447383 complete and 0 interrupted iterations
running (08m00.9s), 0126/0303 VUs, 448537 complete and 0 interrupted iterations
running (08m01.9s), 0123/0303 VUs, 449756 complete and 0 interrupted iterations
running (08m02.9s), 0130/0303 VUs, 451014 complete and 0 interrupted iterations
running (08m03.9s), 0138/0303 VUs, 452322 complete and 0 interrupted iterations
running (08m04.9s), 0158/0303 VUs, 453670 complete and 0 interrupted iterations
running (08m05.9s), 0155/0303 VUs, 455092 complete and 0 interrupted iterations
running (08m06.9s), 0153/0303 VUs, 456546 complete and 0 interrupted iterations
running (08m07.9s), 0156/0303 VUs, 457990 complete and 0 interrupted iterations
running (08m08.9s), 0147/0303 VUs, 459439 complete and 0 interrupted iterations
running (08m09.9s), 0153/0303 VUs, 460872 complete and 0 interrupted iterations
running (08m10.9s), 0136/0303 VUs, 462321 complete and 0 interrupted iterations
running (08m11.9s), 0160/0303 VUs, 463725 complete and 0 interrupted iterations
running (08m12.9s), 0154/0303 VUs, 465152 complete and 0 interrupted iterations
running (08m13.9s), 0139/0303 VUs, 466584 complete and 0 interrupted iterations
running (08m14.9s), 0152/0303 VUs, 467984 complete and 0 interrupted iterations
running (08m15.9s), 0134/0303 VUs, 469408 complete and 0 interrupted iterations
running (08m16.9s), 0145/0303 VUs, 470800 complete and 0 interrupted iterations
running (08m17.9s), 0143/0303 VUs, 472198 complete and 0 interrupted iterations
running (08m18.9s), 0139/0303 VUs, 473594 complete and 0 interrupted iterations
running (08m19.9s), 0149/0303 VUs, 474971 complete and 0 interrupted iterations
running (08m20.9s), 0145/0303 VUs, 476356 complete and 0 interrupted iterations
running (08m21.9s), 0134/0303 VUs, 477731 complete and 0 interrupted iterations
running (08m22.9s), 0133/0303 VUs, 479059 complete and 0 interrupted iterations
running (08m23.9s), 0144/0303 VUs, 480331 complete and 0 interrupted iterations
running (08m24.9s), 0125/0303 VUs, 481594 complete and 0 interrupted iterations
running (08m25.9s), 0133/0303 VUs, 482790 complete and 0 interrupted iterations
running (08m26.9s), 0113/0303 VUs, 483970 complete and 0 interrupted iterations
running (08m27.9s), 0118/0303 VUs, 485087 complete and 0 interrupted iterations
running (08m28.9s), 0108/0303 VUs, 486177 complete and 0 interrupted iterations
running (08m29.9s), 0116/0303 VUs, 487209 complete and 0 interrupted iterations
running (08m30.9s), 0100/0303 VUs, 488224 complete and 0 interrupted iterations
running (08m31.9s), 0090/0303 VUs, 489191 complete and 0 interrupted iterations
running (08m32.9s), 0086/0303 VUs, 490112 complete and 0 interrupted iterations
running (08m33.9s), 0090/0303 VUs, 490984 complete and 0 interrupted iterations
running (08m34.9s), 0087/0303 VUs, 491824 complete and 0 interrupted iterations
running (08m35.9s), 0082/0303 VUs, 492623 complete and 0 interrupted iterations
running (08m36.9s), 0083/0303 VUs, 493396 complete and 0 interrupted iterations
running (08m37.9s), 0091/0303 VUs, 494186 complete and 0 interrupted iterations
running (08m38.9s), 0087/0303 VUs, 495010 complete and 0 interrupted iterations
running (08m39.9s), 0089/0303 VUs, 495851 complete and 0 interrupted iterations
running (08m40.9s), 0099/0303 VUs, 496710 complete and 0 interrupted iterations
running (08m41.9s), 0089/0303 VUs, 497610 complete and 0 interrupted iterations
running (08m42.9s), 0088/0303 VUs, 498526 complete and 0 interrupted iterations
running (08m43.9s), 0103/0303 VUs, 499451 complete and 0 interrupted iterations
running (08m44.9s), 0094/0303 VUs, 500422 complete and 0 interrupted iterations
running (08m45.9s), 0098/0303 VUs, 501403 complete and 0 interrupted iterations
running (08m46.9s), 0107/0303 VUs, 502403 complete and 0 interrupted iterations
running (08m47.9s), 0104/0303 VUs, 503440 complete and 0 interrupted iterations
running (08m48.9s), 0126/0303 VUs, 504475 complete and 0 interrupted iterations
running (08m49.9s), 0120/0303 VUs, 505562 complete and 0 interrupted iterations
running (08m50.9s), 0120/0303 VUs, 506667 complete and 0 interrupted iterations
running (08m51.9s), 0126/0303 VUs, 507776 complete and 0 interrupted iterations
running (08m52.9s), 0112/0303 VUs, 508893 complete and 0 interrupted iterations
running (08m53.9s), 0109/0303 VUs, 509984 complete and 0 interrupted iterations
running (08m54.9s), 0115/0303 VUs, 511053 complete and 0 interrupted iterations
running (08m55.9s), 0108/0303 VUs, 512119 complete and 0 interrupted iterations
running (08m56.9s), 0103/0303 VUs, 513170 complete and 0 interrupted iterations
running (08m57.9s), 0110/0303 VUs, 514193 complete and 0 interrupted iterations
running (08m58.9s), 0105/0303 VUs, 515216 complete and 0 interrupted iterations
running (08m59.9s), 0108/0303 VUs, 516215 complete and 0 interrupted iterations
running (09m00.9s), 0101/0303 VUs, 517211 complete and 0 interrupted iterations
running (09m01.9s), 0111/0303 VUs, 518175 complete and 0 interrupted iterations
running (09m02.9s), 0097/0303 VUs, 519148 complete and 0 interrupted iterations
running (09m03.9s), 0103/0303 VUs, 520088 complete and 0 interrupted iterations
running (09m04.9s), 0101/0303 VUs, 521021 complete and 0 interrupted iterations
running (09m05.9s), 0099/0303 VUs, 521940 complete and 0 interrupted iterations
running (09m06.9s), 0096/0303 VUs, 522858 complete and 0 interrupted iterations
running (09m07.9s), 0100/0303 VUs, 523790 complete and 0 interrupted iterations
running (09m08.9s), 0088/0303 VUs, 524761 complete and 0 interrupted iterations
running (09m09.9s), 0103/0303 VUs, 525730 complete and 0 interrupted iterations
running (09m10.9s), 0102/0303 VUs, 526736 complete and 0 interrupted iterations
running (09m11.9s), 0100/0303 VUs, 527765 complete and 0 interrupted iterations
running (09m12.9s), 0107/0303 VUs, 528809 complete and 0 interrupted iterations
running (09m13.9s), 0096/0303 VUs, 529894 complete and 0 interrupted iterations
running (09m14.9s), 0114/0303 VUs, 530974 complete and 0 interrupted iterations
running (09m15.9s), 0108/0303 VUs, 532098 complete and 0 interrupted iterations
running (09m16.9s), 0130/0303 VUs, 533219 complete and 0 interrupted iterations
running (09m17.9s), 0124/0303 VUs, 534389 complete and 0 interrupted iterations
running (09m18.9s), 0120/0303 VUs, 535583 complete and 0 interrupted iterations
running (09m19.9s), 0129/0303 VUs, 536784 complete and 0 interrupted iterations
running (09m20.9s), 0137/0303 VUs, 538011 complete and 0 interrupted iterations
running (09m21.9s), 0128/0303 VUs, 539257 complete and 0 interrupted iterations
running (09m22.9s), 0125/0303 VUs, 540463 complete and 0 interrupted iterations
running (09m23.9s), 0127/0303 VUs, 541626 complete and 0 interrupted iterations
running (09m24.9s), 0115/0303 VUs, 542768 complete and 0 interrupted iterations
running (09m25.9s), 0112/0303 VUs, 543863 complete and 0 interrupted iterations
running (09m26.9s), 0110/0303 VUs, 544920 complete and 0 interrupted iterations
running (09m27.9s), 0104/0303 VUs, 545944 complete and 0 interrupted iterations
running (09m28.9s), 0112/0303 VUs, 546920 complete and 0 interrupted iterations
running (09m29.9s), 0105/0303 VUs, 547871 complete and 0 interrupted iterations
running (09m30.9s), 0094/0303 VUs, 548790 complete and 0 interrupted iterations
running (09m31.9s), 0087/0303 VUs, 549669 complete and 0 interrupted iterations
running (09m32.9s), 0081/0303 VUs, 550511 complete and 0 interrupted iterations
running (09m33.9s), 0081/0303 VUs, 551309 complete and 0 interrupted iterations
running (09m34.9s), 0075/0303 VUs, 552077 complete and 0 interrupted iterations
running (09m35.9s), 0072/0303 VUs, 552804 complete and 0 interrupted iterations
running (09m36.9s), 0076/0303 VUs, 553510 complete and 0 interrupted iterations
running (09m37.9s), 0077/0303 VUs, 554248 complete and 0 interrupted iterations
running (09m38.9s), 0087/0303 VUs, 555006 complete and 0 interrupted iterations
running (09m39.9s), 0088/0303 VUs, 555805 complete and 0 interrupted iterations
running (09m40.9s), 0088/0303 VUs, 556635 complete and 0 interrupted iterations
running (09m41.9s), 0090/0303 VUs, 557494 complete and 0 interrupted iterations
running (09m42.9s), 0100/0303 VUs, 558375 complete and 0 interrupted iterations
running (09m43.9s), 0092/0303 VUs, 559305 complete and 0 interrupted iterations
running (09m44.9s), 0108/0303 VUs, 560240 complete and 0 interrupted iterations
running (09m45.9s), 0109/0303 VUs, 561223 complete and 0 interrupted iterations
running (09m46.9s), 0104/0303 VUs, 562241 complete and 0 interrupted iterations
running (09m47.9s), 0108/0303 VUs, 563281 complete and 0 interrupted iterations
running (09m48.9s), 0113/0303 VUs, 564351 complete and 0 interrupted iterations
running (09m49.9s), 0119/0303 VUs, 565450 complete and 0 interrupted iterations
running (09m50.9s), 0120/0303 VUs, 566584 complete and 0 interrupted iterations
running (09m51.9s), 0116/0303 VUs, 567741 complete and 0 interrupted iterations
running (09m52.9s), 0123/0303 VUs, 568865 complete and 0 interrupted iterations
running (09m53.9s), 0130/0303 VUs, 569996 complete and 0 interrupted iterations
running (09m54.9s), 0127/0303 VUs, 571116 complete and 0 interrupted iterations
running (09m55.9s), 0117/0303 VUs, 572230 complete and 0 interrupted iterations
running (09m56.9s), 0115/0303 VUs, 573324 complete and 0 interrupted iterations
running (09m57.9s), 0115/0303 VUs, 574404 complete and 0 interrupted iterations
running (09m58.9s), 0109/0303 VUs, 575478 complete and 0 interrupted iterations
running (09m59.9s), 0100/0303 VUs, 576542 complete and 0 interrupted iterations
running (10m00.9s), 0109/0303 VUs, 577576 complete and 0 interrupted iterations
running (10m01.9s), 0107/0303 VUs, 578608 complete and 0 interrupted iterations
running (10m02.9s), 0109/0303 VUs, 579625 complete and 0 interrupted iterations
running (10m03.9s), 0097/0303 VUs, 580644 complete and 0 interrupted iterations
running (10m04.9s), 0102/0303 VUs, 581632 complete and 0 interrupted iterations
running (10m05.9s), 0109/0303 VUs, 582606 complete and 0 interrupted iterations
== traffic random rate=1000/s(±50%) seed=1789873602216 600s → reqs=583797 rps=962.9 fail=0% p95=4.6ms dropped=82 maxVUs=303
   4xx=13780 5xx=0 login_fail=0 refresh_fail=9 relogin_401=0 attendance_dup=12566
name                    n      rps     p50     p95     p99     max   fail%
worklogs               84003   138.6     3.4     5.7     8.7    1095       0
attendance_list        82883   136.7     1.5     2.6     5.5    1098       0
chat_rooms             71788   118.4     1.5     2.6     5.4    1095       0
chat_messages          58810      97     1.7     2.7     5.8    1087       0
worklog_search         47552    78.4     3.4     4.8     8.4    1088       0
safety_courses         35439    58.5     1.5     2.5     5.7    1087       0
worklog_comments       28787    47.5     1.6     2.8     5.8    1072       0
worklogs_others        23861    39.4     1.9     3.1     6.5    1101       0
calendar               23835    39.3     1.4     2.4     5.3    1079       0
absence_list           23608    38.9     1.4     2.4     5.1    1098       0
worklogs_page2         22903    37.8     3.5     4.8     8.4    1023       0
health                 17993    29.7     1.3     2.2     4.6    1023       0
safety_search          17918    29.6     1.6     2.6     5.9    1078       0
safety_uncompleted     17772    29.3     1.5     2.5     4.9    1098       0
clockin                11954    19.7     2.3       4     6.9    1043       0
clockout                5915     9.8     1.9     3.4     6.3    1079       0
refresh                 5323     8.8     2.7     3.6     7.1    1059    0.17
login                   2881     4.8    74.8    80.8    84.2     308       0
setup_login              300     0.5    77.6    84.9    87.2      91       0
chat_room_create         272     0.4     3.6     6.3    10.4      13       0
running (10m06.3s), 0000/0303 VUs, 582913 complete and 0 interrupted iterations
traffic ✓ [ 100% ] 0000/0303 VUs  10m0s  0973.04 iters/s
