         /\      Grafana   /‾‾/  
    /\  /  \     |\  __   /  /   
   /  \/    \    | |/ /  /   ‾‾\ 
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/ 
     execution: local
        script: traffic.js
        output: -
     scenarios: (100.00%) 1 scenario, 2000 max VUs, 10m10s max duration (incl. graceful stop):
              * traffic: Up to 1454.00 iterations/s for 10m0s over 40 stages (maxVUs: 250-2000, gracefulStop: 10s)
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
time="2026-09-20T02:56:41Z" level=info msg="setup: 세션 300/300 준비" source=console
running (01m21.9s), 0091/0250 VUs, 72052 complete and 0 interrupted iterations
running (01m22.9s), 0092/0250 VUs, 72865 complete and 0 interrupted iterations
running (01m23.9s), 0081/0250 VUs, 73680 complete and 0 interrupted iterations
running (01m24.9s), 0078/0250 VUs, 74477 complete and 0 interrupted iterations
running (01m25.9s), 0085/0250 VUs, 75254 complete and 0 interrupted iterations
running (01m26.9s), 0081/0250 VUs, 76034 complete and 0 interrupted iterations
running (01m27.9s), 0077/0250 VUs, 76802 complete and 0 interrupted iterations
running (01m28.9s), 0073/0250 VUs, 77562 complete and 0 interrupted iterations
running (01m29.9s), 0078/0250 VUs, 78303 complete and 0 interrupted iterations
running (01m30.9s), 0079/0250 VUs, 79038 complete and 0 interrupted iterations
running (01m31.9s), 0068/0250 VUs, 79775 complete and 0 interrupted iterations
running (01m32.9s), 0074/0250 VUs, 80487 complete and 0 interrupted iterations
running (01m33.9s), 0072/0250 VUs, 81195 complete and 0 interrupted iterations
running (01m34.9s), 0083/0250 VUs, 81882 complete and 0 interrupted iterations
running (01m35.9s), 0068/0250 VUs, 82585 complete and 0 interrupted iterations
running (01m36.9s), 0073/0250 VUs, 83265 complete and 0 interrupted iterations
running (01m37.9s), 0080/0250 VUs, 83963 complete and 0 interrupted iterations
running (01m38.9s), 0067/0250 VUs, 84697 complete and 0 interrupted iterations
running (01m39.9s), 0084/0250 VUs, 85419 complete and 0 interrupted iterations
running (01m40.9s), 0077/0250 VUs, 86183 complete and 0 interrupted iterations
running (01m41.9s), 0081/0250 VUs, 86952 complete and 0 interrupted iterations
running (01m42.9s), 0084/0250 VUs, 87740 complete and 0 interrupted iterations
running (01m43.9s), 0092/0250 VUs, 88542 complete and 0 interrupted iterations
running (01m44.9s), 0088/0250 VUs, 89372 complete and 0 interrupted iterations
running (01m45.9s), 0102/0250 VUs, 90203 complete and 0 interrupted iterations
running (01m46.9s), 0083/0250 VUs, 91082 complete and 0 interrupted iterations
running (01m47.9s), 0097/0250 VUs, 91948 complete and 0 interrupted iterations
running (01m48.9s), 0093/0250 VUs, 92848 complete and 0 interrupted iterations
running (01m49.9s), 0097/0250 VUs, 93758 complete and 0 interrupted iterations
running (01m50.9s), 0091/0250 VUs, 94695 complete and 0 interrupted iterations
running (01m51.9s), 0089/0250 VUs, 95636 complete and 0 interrupted iterations
running (01m52.9s), 0097/0250 VUs, 96545 complete and 0 interrupted iterations
running (01m53.9s), 0086/0250 VUs, 97452 complete and 0 interrupted iterations
running (01m54.9s), 0087/0250 VUs, 98329 complete and 0 interrupted iterations
running (01m55.9s), 0085/0250 VUs, 99187 complete and 0 interrupted iterations
running (01m56.9s), 0087/0250 VUs, 100021 complete and 0 interrupted iterations
running (01m57.9s), 0071/0250 VUs, 100852 complete and 0 interrupted iterations
running (01m58.9s), 0084/0250 VUs, 101635 complete and 0 interrupted iterations
running (01m59.9s), 0080/0250 VUs, 102413 complete and 0 interrupted iterations
running (02m00.9s), 0078/0250 VUs, 103170 complete and 0 interrupted iterations
running (02m01.9s), 0073/0250 VUs, 103909 complete and 0 interrupted iterations
running (02m02.9s), 0081/0250 VUs, 104614 complete and 0 interrupted iterations
running (02m03.9s), 0067/0250 VUs, 105321 complete and 0 interrupted iterations
running (02m04.9s), 0064/0250 VUs, 105997 complete and 0 interrupted iterations
running (02m05.9s), 0067/0250 VUs, 106647 complete and 0 interrupted iterations
running (02m06.9s), 0065/0250 VUs, 107287 complete and 0 interrupted iterations
running (02m07.9s), 0067/0250 VUs, 107924 complete and 0 interrupted iterations
running (02m08.9s), 0065/0250 VUs, 108567 complete and 0 interrupted iterations
running (02m09.9s), 0060/0250 VUs, 109213 complete and 0 interrupted iterations
running (02m10.9s), 0071/0250 VUs, 109843 complete and 0 interrupted iterations
running (02m11.9s), 0068/0250 VUs, 110490 complete and 0 interrupted iterations
running (02m12.9s), 0071/0250 VUs, 111130 complete and 0 interrupted iterations
running (02m13.9s), 0064/0250 VUs, 111783 complete and 0 interrupted iterations
running (02m14.9s), 0066/0250 VUs, 112426 complete and 0 interrupted iterations
running (02m15.9s), 0062/0250 VUs, 113077 complete and 0 interrupted iterations
running (02m16.9s), 0066/0250 VUs, 113720 complete and 0 interrupted iterations
running (02m17.9s), 0062/0250 VUs, 114374 complete and 0 interrupted iterations
running (02m18.9s), 0072/0250 VUs, 115012 complete and 0 interrupted iterations
running (02m19.9s), 0074/0250 VUs, 115661 complete and 0 interrupted iterations
running (02m20.9s), 0068/0250 VUs, 116318 complete and 0 interrupted iterations
running (02m21.9s), 0070/0250 VUs, 116981 complete and 0 interrupted iterations
running (02m22.9s), 0068/0250 VUs, 117688 complete and 0 interrupted iterations
running (02m23.9s), 0074/0250 VUs, 118428 complete and 0 interrupted iterations
running (02m24.9s), 0090/0250 VUs, 119198 complete and 0 interrupted iterations
running (02m25.9s), 0080/0250 VUs, 120036 complete and 0 interrupted iterations
running (02m26.9s), 0102/0250 VUs, 120882 complete and 0 interrupted iterations
running (02m27.9s), 0093/0250 VUs, 121798 complete and 0 interrupted iterations
running (02m28.9s), 0115/0250 VUs, 122727 complete and 0 interrupted iterations
running (02m29.9s), 0100/0250 VUs, 123732 complete and 0 interrupted iterations
running (02m30.9s), 0113/0250 VUs, 124751 complete and 0 interrupted iterations
running (02m31.9s), 0115/0250 VUs, 125823 complete and 0 interrupted iterations
running (02m32.9s), 0111/0250 VUs, 126938 complete and 0 interrupted iterations
running (02m33.9s), 0123/0250 VUs, 128078 complete and 0 interrupted iterations
running (02m34.9s), 0113/0250 VUs, 129284 complete and 0 interrupted iterations
running (02m35.9s), 0131/0250 VUs, 130501 complete and 0 interrupted iterations
running (02m36.9s), 0121/0250 VUs, 131765 complete and 0 interrupted iterations
running (02m37.9s), 0130/0250 VUs, 132984 complete and 0 interrupted iterations
running (02m38.9s), 0119/0250 VUs, 134194 complete and 0 interrupted iterations
running (02m39.9s), 0119/0250 VUs, 135364 complete and 0 interrupted iterations
running (02m40.9s), 0116/0250 VUs, 136510 complete and 0 interrupted iterations
running (02m41.9s), 0118/0250 VUs, 137623 complete and 0 interrupted iterations
running (02m42.9s), 0099/0250 VUs, 138727 complete and 0 interrupted iterations
running (02m43.9s), 0109/0250 VUs, 139775 complete and 0 interrupted iterations
running (02m44.9s), 0114/0250 VUs, 140800 complete and 0 interrupted iterations
running (02m45.9s), 0101/0250 VUs, 141814 complete and 0 interrupted iterations
running (02m46.9s), 0087/0250 VUs, 142801 complete and 0 interrupted iterations
running (02m47.9s), 0097/0250 VUs, 143736 complete and 0 interrupted iterations
running (02m48.9s), 0094/0250 VUs, 144655 complete and 0 interrupted iterations
running (02m49.9s), 0085/0250 VUs, 145552 complete and 0 interrupted iterations
running (02m50.9s), 0090/0250 VUs, 146407 complete and 0 interrupted iterations
running (02m51.9s), 0086/0250 VUs, 147260 complete and 0 interrupted iterations
running (02m52.9s), 0091/0250 VUs, 148126 complete and 0 interrupted iterations
running (02m53.9s), 0087/0250 VUs, 149024 complete and 0 interrupted iterations
running (02m54.9s), 0095/0250 VUs, 149935 complete and 0 interrupted iterations
running (02m55.9s), 0098/0250 VUs, 150873 complete and 0 interrupted iterations
running (02m56.9s), 0091/0250 VUs, 151847 complete and 0 interrupted iterations
running (02m57.9s), 0110/0250 VUs, 152817 complete and 0 interrupted iterations
running (02m58.9s), 0108/0250 VUs, 153833 complete and 0 interrupted iterations
