t_epoch,t_iso,event,chunks
1786641635,2026-08-13T17:20:35Z,구멍 완료,120975
1786641636,2026-08-13T17:20:36Z,앱 기동(1회차) — 연속 색인 시작,120975
1786642119,2026-08-13T17:28:39Z,구멍이 메워졌다(정체 8분),120975
