ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
00:02:30,5.69,26.58,0.98,0.24,0.57,667.5MiB,3.0,0.0,7.0,,,239,1,1,0,11
00:02:38,5.64,135.81,7.87,1.91,1.37,667.6MiB,1.0,0.0,9.0,,,248,1,1,0,11
00:02:46,5.09,165.77,13.22,3.01,1.67,667.8MiB,1.0,0.0,9.0,,,234,1,2,0,11
00:02:53,4.84,188.53,17.73,3.86,1.78,667.6MiB,2.0,0.0,8.0,,,202,2,2,0,11
00:03:01,4.73,217.75,23.03,5.08,2.12,667.6MiB,3.0,0.0,7.0,,,255,1,1,0,11
00:03:09,4.67,244.81,27.73,5.96,2.35,667.9MiB,4.0,0.0,6.0,,,213,1,2,0,11
00:03:17,4.11,310.75,36.45,7.80,2.83,667.6MiB,2.0,0.0,8.0,,,197,1,1,0,11
00:03:24,4.92,304.35,37.74,8.10,2.87,667.9MiB,2.0,0.0,8.0,,,235,1,2,0,11
00:03:32,4.93,230.34,39.62,8.34,2.60,667.7MiB,0.0,0.0,10.0,,,196,1,0,0,11
00:03:40,4.17,230.02,37.53,7.74,2.45,667.7MiB,1.0,0.0,9.0,,,239,1,0,0,11
00:03:48,4.15,241.73,41.92,8.46,2.68,667.7MiB,1.0,0.0,9.0,,,262,1,0,0,11
00:03:56,3.52,232.17,40.73,8.47,2.63,668.2MiB,0.0,0.0,10.0,,,275,1,0,0,11
00:04:03,3.23,239.40,41.35,8.50,4.67,668MiB,0.0,0.0,10.0,,,206,1,0,0,11
00:04:11,3.38,222.25,38.48,7.90,2.49,668.1MiB,2.0,0.0,8.0,,,267,1,0,0,11
00:04:19,4.38,220.34,40.54,8.04,2.40,668.1MiB,0.0,0.0,10.0,,,136,1,1,0,11
00:04:27,4.83,208.16,37.16,7.69,2.33,668.1MiB,0.0,0.0,10.0,,,131,2,1,0,11
00:04:35,4.16,252.72,51.67,10.14,2.97,667.8MiB,0.0,0.0,10.0,,,126,1,0,0,11
00:04:42,4.15,221.79,39.79,8.32,2.52,667.8MiB,2.0,0.0,8.0,,,94,1,0,0,11
00:04:50,3.51,200.40,41.96,7.76,2.45,667.9MiB,0.0,0.0,10.0,,,118,1,0,0,11
00:04:58,3.23,248.85,44.32,9.31,2.74,667.8MiB,0.0,0.0,10.0,,,161,1,0,0,11
00:05:06,2.97,217.65,44.61,8.24,2.55,667.9MiB,4.0,0.0,7.0,,,109,1,0,0,11
00:05:14,2.73,213.24,36.38,7.70,4.26,667.8MiB,0.0,0.0,10.0,,,155,1,0,0,11
00:05:21,2.94,243.22,46.04,8.75,2.68,667.8MiB,2.0,0.0,8.0,,,127,1,0,0,11
00:05:29,3.48,190.04,32.75,9.57,2.19,667.8MiB,2.0,0.0,8.0,,,122,1,1,0,11
00:05:37,3.60,165.89,24.29,4.94,1.73,668MiB,0.0,0.0,10.0,,,162,1,0,0,11
00:05:45,3.35,51.28,9.83,1.93,2.59,667.7MiB,0.0,0.0,10.0,,,98,1,0,0,11
00:05:53,3.08,2.27,0.01,0.00,0.37,667.6MiB,0.0,0.0,10.0,,,156,1,0,0,11
