ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
08:46:51,0.59,51.17,4.89,0.33,0.53,462MiB,1.0,0.0,9.0,,,99,1,0,0,11
08:46:59,0.80,49.23,1.56,0.45,0.58,467.6MiB,0.0,0.0,10.0,,,116,1,0,0,11
08:47:07,0.74,48.22,5.62,0.45,0.59,475MiB,0.0,0.0,10.0,,,131,1,0,0,11
08:47:14,0.78,42.14,1.44,0.38,2.34,476.9MiB,0.0,0.0,10.0,,,69,1,0,0,11
08:47:22,0.88,53.09,1.36,0.44,0.58,477.6MiB,0.0,0.0,10.0,,,83,1,0,0,11
08:47:30,0.89,38.57,1.42,0.42,0.56,479.1MiB,0.0,0.0,10.0,,,97,1,0,0,11
08:47:38,0.83,42.88,1.27,0.42,0.59,480.2MiB,1.0,0.0,9.0,,,110,1,1,0,11
08:47:46,0.76,40.26,1.39,0.41,0.59,482.2MiB,1.0,0.0,9.0,,,128,1,1,0,11
08:47:53,1.09,40.05,1.28,0.40,0.56,483.7MiB,0.0,0.0,10.0,,,74,1,0,0,11
08:48:01,1.01,36.98,1.33,0.47,0.57,484.4MiB,0.0,0.0,10.0,,,87,1,0,0,11
08:48:09,0.85,36.82,1.26,0.41,0.59,484.8MiB,0.0,0.0,10.0,,,100,1,0,0,11
08:48:17,0.78,53.13,1.32,0.45,0.59,487MiB,0.0,0.0,10.0,,,114,1,0,0,11
