ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
23:25:48,0.65,0.22,0.77,0.25,0.50,558.5MiB,1.0,0.0,9.0,,,113,1,1,0,11
23:25:55,0.55,92.90,7.57,1.22,0.98,558.6MiB,1.0,0.0,9.0,,,174,2,0,0,11
23:26:03,0.83,94.37,3.90,1.21,1.01,558.7MiB,1.0,0.0,9.0,,,166,1,1,0,11
23:26:11,0.78,94.04,7.91,1.25,2.96,558.7MiB,1.0,0.0,9.0,,,164,1,1,0,11
23:26:19,0.80,91.55,4.00,1.20,0.99,559MiB,1.0,0.0,9.0,,,157,1,0,0,11
23:26:27,0.90,101.80,3.96,1.36,0.91,558.9MiB,6.0,0.0,4.0,,,149,1,5,0,11
23:26:35,0.76,100.05,4.08,1.31,0.97,559MiB,4.0,0.0,6.0,,,155,1,2,0,11
23:26:43,0.70,90.76,3.82,1.24,1.05,559MiB,1.0,0.0,9.0,,,168,1,1,0,11
23:26:50,0.67,91.53,4.05,1.18,1.00,559MiB,4.0,0.0,6.0,,,162,1,1,0,11
23:26:58,0.70,90.60,4.28,1.20,1.02,559.1MiB,1.0,0.0,9.0,,,149,1,1,0,11
23:27:06,0.75,91.16,4.15,1.19,1.00,559MiB,1.0,0.0,9.0,,,141,1,1,0,11
23:27:14,0.77,92.38,4.00,1.22,1.03,559.3MiB,1.0,0.0,9.0,,,133,1,1,0,11
