ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
02:18:25,1.14,0.24,4.23,0.00,0.40,770.6MiB,0.0,0.0,10.0,,,104,1,0,0,11
02:18:33,1.21,127.05,1.01,0.95,0.95,770.8MiB,1.0,0.0,9.0,,,177,1,1,0,11
02:18:41,1.17,120.70,5.03,0.95,0.88,771MiB,1.0,0.0,9.0,,,154,1,2,0,11
02:18:48,1.16,120.06,1.07,1.21,0.90,771.2MiB,2.0,0.0,8.0,,,125,1,1,0,11
02:18:56,1.29,121.20,5.59,3.26,0.92,771.4MiB,1.0,0.0,9.0,,,188,1,1,0,11
02:19:04,1.35,123.60,0.95,1.34,0.91,771.6MiB,1.0,0.0,9.0,,,160,1,1,0,11
02:19:11,1.37,122.21,5.27,2.19,1.32,771.7MiB,1.0,0.0,9.0,,,232,1,2,0,11
02:19:19,1.47,122.39,1.07,1.60,0.86,771.8MiB,2.0,0.0,8.0,,,204,1,2,0,11
02:19:27,1.43,128.96,1.08,18.39,0.62,772.1MiB,2.0,0.0,8.0,,,272,3,0,0,11
02:19:35,1.67,108.77,57.29,28.92,0.44,772.3MiB,2.0,0.0,8.0,,,279,3,0,0,11
02:19:42,1.93,113.71,65.53,29.34,0.46,772.1MiB,2.0,0.0,8.0,,,282,2,1,0,11
02:19:50,1.87,107.64,56.92,29.07,0.45,772.3MiB,2.0,0.0,8.0,,,285,2,0,0,11
02:19:58,2.12,111.74,65.37,30.33,0.47,772.1MiB,2.0,0.0,8.0,,,284,2,0,0,11
02:20:06,2.24,109.17,58.37,29.56,0.47,772.2MiB,2.0,0.0,8.0,,,315,2,0,0,11
02:20:14,2.22,109.67,50.19,26.45,0.46,773.7MiB,2.0,0.0,8.0,,,344,2,1,0,11
02:20:21,2.27,110.86,58.91,21.88,3.65,772.5MiB,2.0,0.0,8.0,,,272,2,0,0,11
02:20:29,2.81,123.37,33.94,19.51,0.47,775MiB,2.0,0.0,8.0,,,337,3,0,0,11
02:20:37,2.75,120.61,36.72,20.83,0.45,772.3MiB,2.0,0.0,8.0,,,306,3,0,0,11
02:20:45,3.23,130.53,27.73,17.20,0.48,774.3MiB,2.0,0.0,8.0,,,380,1,1,0,11
02:20:53,3.05,118.92,20.17,19.42,0.47,774.5MiB,1.0,0.0,9.0,,,336,2,1,0,11
02:21:01,2.89,128.17,26.20,14.25,0.43,773.1MiB,2.0,0.0,8.0,,,359,1,1,0,11
02:21:09,2.90,133.67,17.75,13.31,0.45,776.2MiB,2.0,0.0,8.0,,,374,1,1,0,11
02:21:17,2.83,160.49,5.64,8.83,0.40,775.4MiB,2.0,0.0,8.0,,,0,1,0,0,11
