ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
05:51:38,5.15,0.41,0.01,0.00,0.41,482.5MiB,0.0,0.0,10.0,,,132,1,0,0,11
05:51:46,4.36,35.93,9.57,0.16,0.49,494MiB,0.0,0.0,10.0,,,153,1,0,0,11
05:51:54,3.76,22.22,9.43,0.19,0.51,530.9MiB,0.0,0.0,10.0,,,198,1,0,0,11
05:52:01,3.46,300.09,100.58,2.20,1.27,590.7MiB,9.0,16.0,1.0,,,259,1,9,0,11
05:52:11,4.26,317.18,149.11,2.82,1.37,756MiB,,,,,,0,1,9,0,11
05:52:37,7.22,308.17,117.53,2.37,3.19,762.6MiB,,,,,,0,1,10,0,11
05:53:03,5.83,254.40,121.32,1.89,1.28,760.5MiB,,,,,,0,1,10,0,11
05:53:29,4.34,141.61,69.51,0.81,0.68,762MiB,,,,,,227,1,10,0,11
