seq,t_epoch,t_iso,elapsed_s,chunks_total,sources_total,d_chunks,d_sources,ms_per_chunk,ms_per_source,tei_cpus,app_running,note
43,1786617927,2026-08-13T10:45:27+00:00,2537,29412,24600,726,600,84.0,101.7,1.50,yes,
44,1786617987,2026-08-13T10:46:27+00:00,2597,30358,25400,946,800,63.4,75.0,1.50,yes,
45,1786618047,2026-08-13T10:47:28+00:00,2657,26049,21800,-4309,-3600,,,1.50,no,
46,1786618108,2026-08-13T10:48:28+00:00,2718,26166,21900,117,100,521.4,610.0,2.00,yes,
47,1786618168,2026-08-13T10:49:28+00:00,2778,27368,22900,1202,1000,49.9,60.0,2.00,yes,
48,1786618229,2026-08-13T10:50:29+00:00,2839,28571,23900,1203,1000,50.7,61.0,2.00,yes,
49,1786618289,2026-08-13T10:51:29+00:00,2899,29650,24800,1079,900,55.6,66.7,2.00,yes,
50,1786618349,2026-08-13T10:52:30+00:00,2959,30841,25800,1191,1000,50.4,60.0,2.00,yes,
51,1786618410,2026-08-13T10:53:30+00:00,3020,31931,26700,1090,900,56.0,67.8,2.00,no,
52,1786618470,2026-08-13T10:54:30+00:00,3080,26049,21800,-5882,-4900,,,2.00,no,
53,1786618531,2026-08-13T10:55:31+00:00,3141,26166,21900,117,100,521.4,610.0,1.00,yes,
54,1786618591,2026-08-13T10:56:31+00:00,3201,26649,22300,483,400,124.2,150.0,1.00,yes,
55,1786618651,2026-08-13T10:57:32+00:00,3261,27251,22800,602,500,99.7,120.0,1.00,yes,
56,1786618712,2026-08-13T10:58:32+00:00,3322,27842,23300,591,500,103.2,122.0,1.00,yes,
57,1786618772,2026-08-13T10:59:32+00:00,3382,28323,23700,481,400,124.7,150.0,1.00,yes,
58,1786618833,2026-08-13T11:00:33+00:00,3443,28930,24200,607,500,100.5,122.0,1.00,yes,
59,1786618893,2026-08-13T11:01:33+00:00,3503,26049,21800,-2881,-2400,,,1.00,no,
60,1786618953,2026-08-13T11:02:33+00:00,3563,26166,21900,117,100,512.8,600.0,2.00,yes,
61,1786619014,2026-08-13T11:03:34+00:00,3624,27251,22800,1085,900,56.2,67.8,2.00,yes,
62,1786619074,2026-08-13T11:04:34+00:00,3684,28449,23800,1198,1000,50.1,60.0,2.00,yes,
63,1786619134,2026-08-13T11:05:35+00:00,3744,29531,24700,1082,900,55.5,66.7,2.00,yes,
64,1786619195,2026-08-13T11:06:35+00:00,3805,30601,25600,1070,900,57.0,67.8,2.00,yes,
65,1786619255,2026-08-13T11:07:35+00:00,3865,31818,26600,1217,1000,49.3,60.0,2.00,yes,
66,1786619316,2026-08-13T11:08:36+00:00,3926,32891,27500,1073,900,56.8,67.8,2.00,yes,
67,1786619376,2026-08-13T11:09:36+00:00,3986,34082,28500,1191,1000,50.4,60.0,2.00,yes,
68,1786619436,2026-08-13T11:10:37+00:00,4046,35276,29500,1194,1000,50.3,60.0,2.00,yes,
69,1786619497,2026-08-13T11:11:37+00:00,4107,36363,30400,1087,900,56.1,67.8,2.00,yes,
70,1786619557,2026-08-13T11:12:37+00:00,4167,37559,31400,1196,1000,50.2,60.0,2.00,yes,
71,1786619618,2026-08-13T11:13:38+00:00,4228,38646,32300,1087,900,56.1,67.8,2.00,yes,
72,1786619678,2026-08-13T11:14:38+00:00,4288,39863,33300,1217,1000,49.3,60.0,2.00,yes,
73,1786619739,2026-08-13T11:15:39+00:00,4349,41051,34300,1188,1000,51.3,61.0,2.00,yes,
74,1786619799,2026-08-13T11:16:39+00:00,4409,42130,35200,1079,900,55.6,66.7,2.00,yes,
75,1786619859,2026-08-13T11:17:40+00:00,4469,43332,36200,1202,1000,49.9,60.0,2.00,yes,
76,1786619920,2026-08-13T11:18:40+00:00,4530,44525,37200,1193,1000,51.1,61.0,2.00,yes,
77,1786619980,2026-08-13T11:19:41+00:00,4590,45609,38100,1084,900,55.4,66.7,2.00,yes,
78,1786620041,2026-08-13T11:20:41+00:00,4651,46797,39100,1188,1000,51.3,61.0,2.00,yes,
79,1786620101,2026-08-13T11:21:41+00:00,4711,47889,40000,1092,900,54.9,66.7,2.00,yes,
80,1786620162,2026-08-13T11:22:42+00:00,4772,49083,41000,1194,1000,51.1,61.0,2.00,yes,
81,1786620222,2026-08-13T11:23:42+00:00,4832,50245,42000,1162,1000,51.6,60.0,2.00,yes,
82,1786620282,2026-08-13T11:24:43+00:00,4892,51564,43100,1319,1100,45.5,54.5,2.00,yes,
83,1786620343,2026-08-13T11:25:43+00:00,4953,52646,44000,1082,900,56.4,67.8,2.00,yes,
84,1786620403,2026-08-13T11:26:44+00:00,5013,53844,45000,1198,1000,50.1,60.0,2.00,yes,
85,1786620464,2026-08-13T11:27:44+00:00,5074,55046,46000,1202,1000,50.7,61.0,2.00,yes,
86,1786620524,2026-08-13T11:28:44+00:00,5134,56244,47000,1198,1000,50.1,60.0,2.00,yes,
87,1786620585,2026-08-13T11:29:45+00:00,5195,57330,47900,1086,900,56.2,67.8,2.00,yes,
88,1786620645,2026-08-13T11:30:45+00:00,5255,58530,48900,1200,1000,50.0,60.0,2.00,yes,
89,1786620705,2026-08-13T11:31:46+00:00,5315,59618,49800,1088,900,55.1,66.7,2.00,yes,
90,1786620766,2026-08-13T11:32:46+00:00,5376,60717,50700,1099,900,55.5,67.8,2.00,yes,
91,1786620826,2026-08-13T11:33:47+00:00,5436,61916,51700,1199,1000,50.0,60.0,2.00,yes,
92,1786620887,2026-08-13T11:34:47+00:00,5497,63021,52600,1105,900,55.2,67.8,2.00,yes,
93,1786620947,2026-08-13T11:35:48+00:00,5557,64218,53600,1197,1000,50.1,60.0,2.00,yes,
94,1786621008,2026-08-13T11:36:48+00:00,5618,65305,54500,1087,900,56.1,67.8,2.00,yes,
95,1786621068,2026-08-13T11:37:48+00:00,5678,66401,55400,1096,900,54.7,66.7,2.00,yes,
96,1786621129,2026-08-13T11:38:49+00:00,5739,67590,56400,1189,1000,51.3,61.0,2.00,yes,
97,1786621189,2026-08-13T11:39:49+00:00,5799,68780,57400,1190,1000,50.4,60.0,2.00,yes,
98,1786621250,2026-08-13T11:40:50+00:00,5860,69865,58300,1085,900,56.2,67.8,2.00,yes,
99,1786621310,2026-08-13T11:41:50+00:00,5920,71053,59300,1188,1000,50.5,60.0,2.00,yes,
100,1786621370,2026-08-13T11:42:51+00:00,5980,72155,60200,1102,900,54.4,66.7,2.00,yes,
101,1786621431,2026-08-13T11:43:51+00:00,6041,73357,61200,1202,1000,50.7,61.0,2.00,yes,
102,1786621491,2026-08-13T11:44:52+00:00,6101,74474,62100,1117,900,53.7,66.7,2.00,yes,
103,1786621552,2026-08-13T11:45:52+00:00,6162,75560,63000,1086,900,56.2,67.8,2.00,yes,
104,1786621612,2026-08-13T11:46:53+00:00,6222,76748,64000,1188,1000,50.5,60.0,2.00,yes,
105,1786621673,2026-08-13T11:47:53+00:00,6283,77835,64900,1087,900,56.1,67.8,2.00,yes,
106,1786621733,2026-08-13T11:48:54+00:00,6343,79020,65900,1185,1000,50.6,60.0,2.00,yes,
107,1786621794,2026-08-13T11:49:54+00:00,6404,80227,66900,1207,1000,50.5,61.0,2.00,yes,
108,1786621854,2026-08-13T11:50:55+00:00,6464,81313,67800,1086,900,55.2,66.7,2.00,yes,
109,1786621915,2026-08-13T11:51:55+00:00,6525,82521,68800,1208,1000,50.5,61.0,2.00,yes,
110,1786621975,2026-08-13T11:52:56+00:00,6585,83621,69700,1100,900,54.5,66.7,2.00,yes,
111,1786622036,2026-08-13T11:53:56+00:00,6646,84821,70700,1200,1000,50.8,61.0,2.00,yes,
112,1786622096,2026-08-13T11:54:56+00:00,6706,86019,71700,1198,1000,50.1,60.0,2.00,yes,
113,1786622157,2026-08-13T11:55:57+00:00,6767,87088,72600,1069,900,57.1,67.8,2.00,yes,
114,1786622217,2026-08-13T11:56:57+00:00,6827,88270,73600,1182,1000,50.8,60.0,2.00,yes,
115,1786622278,2026-08-13T11:57:58+00:00,6888,89355,74500,1085,900,56.2,67.8,2.00,yes,
116,1786622338,2026-08-13T11:58:58+00:00,6948,90570,75500,1215,1000,49.4,60.0,2.00,yes,
117,1786622399,2026-08-13T11:59:59+00:00,7009,91757,76500,1187,1000,51.4,61.0,2.00,yes,
118,1786622459,2026-08-13T12:00:59+00:00,7069,92851,77400,1094,900,54.8,66.7,2.00,yes,
119,1786622519,2026-08-13T12:02:00+00:00,7129,94051,78400,1200,1000,50.0,60.0,2.00,yes,
120,1786622580,2026-08-13T12:03:00+00:00,7190,95149,79300,1098,900,55.6,67.8,2.00,yes,
121,1786622640,2026-08-13T12:04:01+00:00,7250,96329,80300,1180,1000,50.8,60.0,2.00,yes,
122,1786622701,2026-08-13T12:05:01+00:00,7311,97421,81200,1092,900,55.9,67.8,2.00,yes,
123,1786622761,2026-08-13T12:06:02+00:00,7371,98522,82100,1101,900,54.5,66.7,2.00,yes,
124,1786622822,2026-08-13T12:07:02+00:00,7432,99616,83000,1094,900,55.8,67.8,2.00,yes,
125,1786622883,2026-08-13T12:08:03+00:00,7493,100816,84000,1200,1000,50.8,61.0,2.00,yes,
126,1786622943,2026-08-13T12:09:03+00:00,7553,101897,84900,1081,900,55.5,66.7,2.00,yes,
127,1786623004,2026-08-13T12:10:04+00:00,7614,102975,85800,1078,900,56.6,67.8,2.00,yes,
128,1786623064,2026-08-13T12:11:04+00:00,7674,104168,86800,1193,1000,50.3,60.0,2.00,yes,
129,1786623125,2026-08-13T12:12:05+00:00,7735,105255,87700,1087,900,56.1,67.8,2.00,yes,
130,1786623185,2026-08-13T12:13:05+00:00,7795,106430,88700,1175,1000,51.1,60.0,2.00,yes,
131,1786623246,2026-08-13T12:14:06+00:00,7856,107522,89600,1092,900,55.9,67.8,2.00,yes,
132,1786623306,2026-08-13T12:15:07+00:00,7916,108612,90500,1090,900,55.0,66.7,2.00,yes,
133,1786623367,2026-08-13T12:16:07+00:00,7977,109692,91400,1080,900,56.5,67.8,2.00,yes,
134,1786623427,2026-08-13T12:17:08+00:00,8037,110779,92300,1087,900,55.2,66.7,2.00,yes,
135,1786623488,2026-08-13T12:18:08+00:00,8098,111862,93200,1083,900,56.3,67.8,2.00,yes,
136,1786623548,2026-08-13T12:19:09+00:00,8158,112954,94100,1092,900,54.9,66.7,2.00,yes,
137,1786623609,2026-08-13T12:20:09+00:00,8219,114042,95000,1088,900,56.1,67.8,2.00,yes,
138,1786623669,2026-08-13T12:21:10+00:00,8279,115133,95900,1091,900,55.0,66.7,2.00,yes,
139,1786623730,2026-08-13T12:22:10+00:00,8340,116209,96800,1076,900,56.7,67.8,2.00,yes,
140,1786623790,2026-08-13T12:23:11+00:00,8400,117403,97800,1194,1000,50.3,60.0,2.00,yes,
141,1786623851,2026-08-13T12:24:11+00:00,8461,118584,98800,1181,1000,51.7,61.0,2.00,yes,
142,1786623911,2026-08-13T12:25:12+00:00,8521,119678,99700,1094,900,54.8,66.7,2.00,yes,
143,1786623972,2026-08-13T12:26:12+00:00,8582,120872,100700,1194,1000,51.1,61.0,2.00,yes,
144,1786624032,2026-08-13T12:27:13+00:00,8642,121930,101600,1058,900,56.7,66.7,2.00,yes,
145,1786624093,2026-08-13T12:28:13+00:00,8703,123133,102600,1203,1000,50.7,61.0,2.00,yes,
146,1786624154,2026-08-13T12:29:14+00:00,8764,124320,103600,1187,1000,51.4,61.0,2.00,yes,
147,1786624214,2026-08-13T12:30:14+00:00,8824,125508,104600,1188,1000,50.5,60.0,2.00,yes,
148,1786624275,2026-08-13T12:31:15+00:00,8885,126590,105500,1082,900,56.4,67.8,2.00,yes,
149,1786624335,2026-08-13T12:32:15+00:00,8945,127673,106400,1083,900,55.4,66.7,2.00,yes,
150,1786624396,2026-08-13T12:33:16+00:00,9006,128746,107300,1073,900,56.8,67.8,2.00,yes,
151,1786624456,2026-08-13T12:34:16+00:00,9066,129847,108200,1101,900,54.5,66.7,2.00,yes,
152,1786624517,2026-08-13T12:35:17+00:00,9127,131040,109200,1193,1000,51.1,61.0,2.00,yes,
153,1786624577,2026-08-13T12:36:17+00:00,9187,132239,110200,1199,1000,50.0,60.0,2.00,yes,
154,1786624638,2026-08-13T12:37:18+00:00,9248,133319,111100,1080,900,56.5,67.8,2.00,yes,
155,1786624698,2026-08-13T12:38:19+00:00,9308,134401,112000,1082,900,55.5,66.7,2.00,yes,
156,1786624759,2026-08-13T12:39:19+00:00,9369,135501,112900,1100,900,55.5,67.8,2.00,yes,
157,1786624819,2026-08-13T12:40:20+00:00,9429,136587,113800,1086,900,55.2,66.7,2.00,yes,
158,1786624880,2026-08-13T12:41:20+00:00,9490,137666,114700,1079,900,56.5,67.8,2.00,yes,
159,1786624940,2026-08-13T12:42:21+00:00,9550,138950,115800,1284,1100,46.7,54.5,2.00,yes,
160,1786625001,2026-08-13T12:43:21+00:00,9611,140021,116700,1071,900,57.0,67.8,2.00,yes,
161,1786625061,2026-08-13T12:44:22+00:00,9671,141124,117600,1103,900,54.4,66.7,2.00,yes,
162,1786625122,2026-08-13T12:45:22+00:00,9732,142319,118600,1195,1000,51.0,61.0,2.00,yes,
163,1786625183,2026-08-13T12:46:23+00:00,9793,143410,119500,1091,900,55.9,67.8,2.00,yes,
164,1786625243,2026-08-13T12:47:23+00:00,9853,144604,120500,1194,1000,50.3,60.0,2.00,yes,
165,1786625304,2026-08-13T12:48:24+00:00,9914,145783,121500,1179,1000,51.7,61.0,2.00,yes,
166,1786625364,2026-08-13T12:49:25+00:00,9974,146859,122400,1076,900,55.8,66.7,2.00,yes,
167,1786625425,2026-08-13T12:50:25+00:00,10035,147941,123300,1082,900,56.4,67.8,2.00,yes,
168,1786625485,2026-08-13T12:51:26+00:00,10095,149144,124300,1203,1000,49.9,60.0,2.00,yes,
169,1786625546,2026-08-13T12:52:26+00:00,10156,150104,125100,960,800,63.5,76.2,2.00,yes,
170,1786625607,2026-08-13T12:53:27+00:00,10217,151197,126000,1093,900,55.8,67.8,2.00,yes,
171,1786625667,2026-08-13T12:54:28+00:00,10277,152391,127000,1194,1000,50.3,60.0,2.00,yes,
172,1786625728,2026-08-13T12:55:28+00:00,10338,153486,127900,1095,900,55.7,67.8,2.00,yes,
173,1786625788,2026-08-13T12:56:29+00:00,10398,154653,128900,1167,1000,51.4,60.0,2.00,yes,
174,1786625849,2026-08-13T12:57:29+00:00,10459,155771,129800,1118,900,54.6,67.8,2.00,yes,
175,1786625909,2026-08-13T12:58:30+00:00,10519,156955,130800,1184,1000,50.7,60.0,2.00,yes,
176,1786625970,2026-08-13T12:59:30+00:00,10580,158042,131700,1087,900,56.1,67.8,2.00,yes,
177,1786626031,2026-08-13T13:00:31+00:00,10641,159130,132600,1088,900,56.1,67.8,2.00,yes,
178,1786626091,2026-08-13T13:01:32+00:00,10701,160219,133500,1089,900,55.1,66.7,2.00,yes,
179,1786626152,2026-08-13T13:02:32+00:00,10762,161300,134400,1081,900,56.4,67.8,2.00,yes,
180,1786626212,2026-08-13T13:03:33+00:00,10822,162389,135300,1089,900,55.1,66.7,2.00,yes,
181,1786626273,2026-08-13T13:04:33+00:00,10883,163475,136200,1086,900,56.2,67.8,2.00,yes,
182,1786626334,2026-08-13T13:05:34+00:00,10944,164561,137100,1086,900,56.2,67.8,2.00,yes,
183,1786626394,2026-08-13T13:06:35+00:00,11004,165535,137900,974,800,61.6,75.0,2.00,yes,
184,1786626455,2026-08-13T13:07:36+00:00,11065,166471,138700,936,800,65.2,76.2,2.00,yes,
185,1786626516,2026-08-13T13:08:36+00:00,11126,167437,139500,966,800,63.1,76.2,2.00,yes,
186,1786626576,2026-08-13T13:09:37+00:00,11186,168524,140400,1087,900,55.2,66.7,2.00,yes,
187,1786626637,2026-08-13T13:10:38+00:00,11247,169593,141300,1069,900,57.1,67.8,2.00,yes,
188,1786626698,2026-08-13T13:11:38+00:00,11308,170676,142200,1083,900,56.3,67.8,2.00,yes,
189,1786626758,2026-08-13T13:12:39+00:00,11368,171656,143000,980,800,61.2,75.0,2.00,yes,
190,1786626819,2026-08-13T13:13:39+00:00,11429,172617,143800,961,800,63.5,76.2,2.00,yes,
191,1786626880,2026-08-13T13:14:40+00:00,11490,173567,144600,950,800,64.2,76.2,2.00,yes,
192,1786626940,2026-08-13T13:15:41+00:00,11550,174538,145400,971,800,61.8,75.0,2.00,yes,
193,1786627001,2026-08-13T13:16:41+00:00,11611,175742,146400,1204,1000,50.7,61.0,2.00,yes,
194,1786627061,2026-08-13T13:17:42+00:00,11671,176807,147300,1065,900,56.3,66.7,2.00,yes,
195,1786627122,2026-08-13T13:18:42+00:00,11732,177925,148200,1118,900,54.6,67.8,2.00,yes,
196,1786627183,2026-08-13T13:19:43+00:00,11793,178872,149000,947,800,64.4,76.2,2.00,yes,
197,1786627243,2026-08-13T13:20:44+00:00,11853,179818,149800,946,800,63.4,75.0,2.00,yes,
198,1786627304,2026-08-13T13:21:45+00:00,11914,180896,150700,1078,900,56.6,67.8,2.00,yes,
199,1786627365,2026-08-13T13:22:45+00:00,11975,181849,151500,953,800,64.0,76.2,2.00,yes,
200,1786627425,2026-08-13T13:23:46+00:00,12035,182797,152300,948,800,63.3,75.0,2.00,yes,
201,1786627486,2026-08-13T13:24:47+00:00,12096,183642,153000,845,700,72.2,87.1,2.00,yes,
202,1786627547,2026-08-13T13:25:47+00:00,12157,184356,153600,714,600,85.4,101.7,2.00,yes,
203,1786627607,2026-08-13T13:26:48+00:00,12217,185068,154200,712,600,84.3,100.0,2.00,yes,
204,1786627668,2026-08-13T13:27:49+00:00,12278,185909,154900,841,700,72.5,87.1,2.00,yes,
205,1786627729,2026-08-13T13:28:49+00:00,12339,186750,155600,841,700,72.5,87.1,2.00,yes,
206,1786627790,2026-08-13T13:29:50+00:00,12400,187469,156200,719,600,84.8,101.7,2.00,yes,
207,1786627850,2026-08-13T13:30:51+00:00,12460,188302,156900,833,700,72.0,85.7,2.00,yes,
208,1786627911,2026-08-13T13:31:52+00:00,12521,189147,157600,845,700,72.2,87.1,2.00,yes,
209,1786627972,2026-08-13T13:32:52+00:00,12582,189880,158200,733,600,83.2,101.7,2.00,yes,
210,1786628033,2026-08-13T13:33:53+00:00,12643,190703,158900,823,700,74.1,87.1,2.00,yes,
211,1786628093,2026-08-13T13:34:54+00:00,12703,191410,159500,707,600,84.9,100.0,2.00,yes,
212,1786628154,2026-08-13T13:35:55+00:00,12764,192131,160100,721,600,84.6,101.7,2.00,yes,
213,1786628215,2026-08-13T13:36:55+00:00,12825,192851,160700,720,600,84.7,101.7,2.00,yes,
214,1786628275,2026-08-13T13:37:56+00:00,12885,193562,161300,711,600,84.4,100.0,2.00,yes,
215,1786628336,2026-08-13T13:38:57+00:00,12946,194288,161900,726,600,84.0,101.7,2.00,yes,
216,1786628397,2026-08-13T13:39:57+00:00,13007,195009,162500,721,600,84.6,101.7,2.00,yes,
217,1786628458,2026-08-13T13:40:58+00:00,13068,195621,163000,612,500,99.7,122.0,2.00,yes,
218,1786628518,2026-08-13T13:41:59+00:00,13128,196234,163500,613,500,97.9,120.0,2.00,yes,
219,1786628579,2026-08-13T13:43:00+00:00,13189,196952,164100,718,600,85.0,101.7,2.00,yes,
220,1786628640,2026-08-13T13:44:01+00:00,13250,197555,164600,603,500,101.2,122.0,2.00,yes,
221,1786628701,2026-08-13T13:45:01+00:00,13311,198068,165021,513,421,118.9,144.9,2.00,yes,
