ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
02:54:45,3.51,0.29,0.07,0.00,0.40,439.4MiB,1.0,0.0,9.0,,,102,1,0,0,11
02:54:53,3.22,54.22,0.57,0.43,0.63,450.5MiB,0.0,0.0,10.0,,,100,1,1,0,11
02:55:01,2.88,62.15,0.54,0.51,2.41,462.3MiB,1.0,0.0,9.0,,,160,1,0,0,11
02:55:08,3.10,51.89,0.53,0.53,0.62,473.8MiB,0.0,0.0,10.0,,,155,1,0,0,11
02:55:16,2.93,50.36,0.48,0.60,0.57,484.1MiB,0.0,0.0,10.0,,,148,1,1,0,11
02:55:24,2.64,53.85,4.65,0.61,0.54,491.6MiB,1.0,0.0,9.0,,,145,1,1,0,11
02:55:32,2.50,50.77,0.49,0.70,0.60,499.9MiB,1.0,0.0,9.0,,,140,1,0,0,11
02:55:39,2.12,55.99,4.62,1.08,0.90,506.3MiB,0.0,0.0,10.0,,,135,1,0,0,11
02:55:47,1.95,49.21,0.43,0.71,0.56,507.5MiB,0.0,0.0,10.0,,,129,1,1,0,11
02:55:55,1.80,51.29,4.64,0.85,0.60,514.1MiB,1.0,0.0,9.0,,,190,1,0,0,11
02:56:03,1.74,46.92,0.43,0.84,0.54,519.7MiB,0.0,0.0,10.0,,,185,1,1,0,11
02:56:11,1.47,64.63,4.72,0.92,2.45,526.7MiB,1.0,0.0,9.0,,,131,1,0,0,11
02:56:19,1.32,52.96,0.79,1.02,0.61,527MiB,0.0,0.0,10.0,,,126,1,0,0,11
02:56:26,1.29,46.78,0.45,0.98,0.60,526.3MiB,0.0,0.0,10.0,,,118,1,0,0,11
02:56:34,1.17,51.93,0.47,1.02,0.59,528.5MiB,0.0,0.0,10.0,,,177,1,0,0,11
02:56:42,1.07,41.23,0.45,1.09,0.58,527.5MiB,0.0,0.0,10.0,,,171,1,1,0,11
02:56:50,0.99,51.73,0.42,1.15,0.96,528MiB,1.0,0.0,9.0,,,166,1,0,0,11
02:56:57,0.99,49.56,4.74,1.17,0.59,528.4MiB,0.0,0.0,10.0,,,159,1,0,0,11
02:57:05,0.91,47.51,0.47,1.20,0.60,532.1MiB,0.0,0.0,10.0,,,154,1,1,0,11
02:57:13,1.00,45.56,0.43,1.18,0.58,532.6MiB,1.0,0.0,9.0,,,150,1,0,0,11
02:57:21,1.00,47.13,0.49,1.29,0.61,543.8MiB,1.0,0.0,9.0,,,147,1,0,0,11
02:57:29,1.08,42.31,0.49,1.23,0.59,543.4MiB,0.0,0.0,10.0,,,208,1,0,0,11
02:57:36,1.15,42.11,0.43,1.38,0.58,547.9MiB,0.0,0.0,10.0,,,200,1,1,0,11
02:57:44,0.97,45.20,0.47,1.32,0.60,552.5MiB,1.0,0.0,9.0,,,197,1,3,0,11
02:57:52,0.89,102.69,17.06,8.02,2.29,599.9MiB,2.0,0.0,8.0,,,226,2,1,0,11
02:58:00,0.75,100.55,19.77,8.99,1.12,582.7MiB,2.0,0.0,8.0,,,222,1,2,0,11
02:58:08,0.69,105.46,31.00,11.67,0.45,590.7MiB,2.0,0.0,8.0,,,221,1,2,0,11
02:58:16,0.67,106.74,47.43,20.60,0.43,580.3MiB,1.0,0.0,8.0,,,221,2,1,0,11
02:58:23,1.01,40.49,25.18,9.93,0.38,580.8MiB,2.0,0.0,8.0,,,225,1,1,0,11
02:58:31,1.01,45.15,23.82,10.88,0.43,581MiB,1.0,0.0,9.0,,,185,1,0,0,11
02:58:39,0.85,43.14,27.92,10.26,0.44,581.1MiB,1.0,0.0,9.0,,,195,1,0,0,11
02:58:47,0.78,38.25,21.18,10.07,0.40,581.3MiB,0.0,0.0,10.0,,,218,1,0,0,11
02:58:54,1.55,45.26,24.45,11.32,0.42,581.5MiB,0.0,0.0,10.0,,,174,1,0,0,11
02:59:02,1.50,37.49,20.68,9.76,2.49,581.7MiB,0.0,0.0,10.0,,,195,2,0,0,11
02:59:10,1.59,41.32,22.72,10.56,1.16,582MiB,2.0,0.0,8.0,,,225,1,0,0,11
02:59:18,1.62,45.79,24.21,11.26,0.42,581.8MiB,1.0,0.0,9.0,,,174,2,0,0,11
02:59:26,1.53,36.67,20.65,9.93,0.42,582.1MiB,0.0,0.0,10.0,,,193,2,1,0,11
02:59:33,1.49,38.78,22.56,10.55,0.40,582MiB,0.0,0.0,10.0,,,225,1,1,0,11
02:59:41,1.40,42.85,21.77,10.50,0.42,582.1MiB,1.0,0.0,9.0,,,175,1,0,0,11
02:59:49,1.34,0.23,0.09,0.00,0.40,591MiB,0.0,0.0,10.0,,,205,1,0,0,11
02:59:57,1.23,0.31,0.08,0.00,0.41,591.1MiB,0.0,0.0,10.0,,,211,1,0,0,11
