ts,load1,app_cpu,db_cpu,nginx_cpu,redis_cpu,app_mem,hik_active,hik_pending,hik_idle,tomcat_busy,tomcat_cur,heap_used_mb,pg_active,pg_idle_tx,pg_waiting,pg_total
23:47:40,0.29,2.18,3.88,0.00,0.40,552MiB,1.0,0.0,9.0,,,150,1,1,0,11
23:47:48,0.40,140.87,8.20,2.71,1.41,552.3MiB,1.0,0.0,9.0,,,143,1,1,0,11
23:47:56,0.45,163.14,17.27,4.08,1.68,552.1MiB,1.0,0.0,9.0,,,151,1,1,0,11
23:48:03,1.01,186.91,16.77,5.15,3.58,552.6MiB,1.0,0.0,9.0,,,102,1,1,0,11
23:48:11,1.17,223.81,26.82,7.23,2.15,552.1MiB,3.0,0.0,7.0,,,155,2,2,0,11
23:48:19,1.54,236.43,26.59,8.25,2.30,552.4MiB,2.0,0.0,8.0,,,144,1,1,0,11
23:48:27,1.50,268.56,33.03,88.73,2.83,552.4MiB,2.0,0.0,8.0,,,91,1,2,0,11
23:48:35,1.88,298.62,37.53,98.86,5.04,552.2MiB,2.0,0.0,8.0,,,101,2,1,0,11
23:48:42,2.34,62.32,7.16,101.11,0.86,552.6MiB,0.0,0.0,10.0,,,158,1,0,0,11
23:48:50,2.32,142.62,23.29,101.79,1.70,562.8MiB,0.0,0.0,10.0,,,158,1,0,0,11
23:48:58,4.43,0.22,0.02,102.10,0.38,599.2MiB,0.0,0.0,10.0,,,156,1,0,0,11
23:49:06,5.20,427.55,70.74,94.63,4.30,626.8MiB,0.0,0.0,10.0,,,134,1,0,0,11
23:49:13,6.46,0.18,0.01,99.81,0.37,626.5MiB,0.0,0.0,10.0,,,153,1,0,0,11
23:49:21,6.83,449.82,73.99,24.86,4.57,626.6MiB,0.0,0.0,10.0,,,216,2,0,0,11
23:49:29,6.82,174.17,30.25,101.75,2.11,626.6MiB,0.0,0.0,10.0,,,163,1,0,0,11
23:49:37,6.51,286.48,50.39,104.62,3.30,627.1MiB,3.0,0.0,7.0,,,190,2,3,0,11
23:49:45,6.25,244.54,41.75,102.62,4.86,628.8MiB,3.0,0.0,7.0,,,155,2,1,0,11
23:49:53,7.01,0.17,0.00,100.39,0.37,627.3MiB,1.0,0.0,9.0,,,164,1,0,0,11
23:50:01,6.61,0.18,0.03,99.48,0.38,626.7MiB,0.0,0.0,10.0,,,176,1,1,0,11
23:50:08,5.59,1.93,4.20,100.09,0.40,626.7MiB,0.0,0.0,10.0,,,168,1,0,0,11
23:50:16,5.14,0.15,0.03,101.61,0.38,626.7MiB,4.0,0.0,6.0,,,181,2,0,0,11
23:50:25,4.35,257.55,5.36,86.00,0.42,627.4MiB,0.0,0.0,10.0,,,170,1,0,0,11
23:50:32,4.25,68.24,12.97,101.07,1.17,627.6MiB,5.0,0.0,5.0,,,168,1,0,0,11
23:50:40,4.62,171.55,28.86,68.46,2.05,626.9MiB,2.0,0.0,8.0,,,168,1,0,0,11
23:50:48,5.18,87.99,18.91,20.60,1.41,627MiB,0.0,0.0,10.0,,,157,1,0,0,11
23:50:56,4.92,85.06,15.25,51.47,2.99,627MiB,2.0,0.0,8.0,,,142,1,0,0,11
23:51:03,4.97,0.20,0.00,0.00,0.38,626.6MiB,0.0,0.0,10.0,,,135,1,0,0,11
